"L&S","","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","",""
"HIST SCI
456","Dept. Total","340","3.325","29.1","22.4","22.4","9.1","2.6","1.5","0.3","8.8","0.3","1.5","",".","0.3","1.2",".","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","50","3.129","16.0","32.0","28.0","18.0","2.0",".","2.0",".","2.0",".","",".",".",".",".",".","."
"Sophomore","","66","3.141","13.6","30.3","39.4","12.1","1.5","3.0",".",".",".",".","",".",".",".",".",".","."
"Junior","","63","3.385","34.9","25.4","22.2","9.5","3.2","1.6",".","3.2",".",".","",".",".",".",".",".","."
"Senior","","86","3.364","33.7","22.1","19.8","9.3","4.7","1.2",".","7.0",".",".","",".",".","2.3",".",".","."
"Undergraduates","","265","3.266","25.7","26.8","26.8","11.7","3.0","1.5","0.4","3.0","0.4",".","",".",".","0.8",".",".","."
"Special","","6","2.750","33.3",".",".",".","16.7","16.7",".",".",".",".","",".",".",".",".","33.3","."
"Graduate","","64","3.897","43.8","7.8","1.6",".",".",".",".","34.4",".","7.8","",".","1.6","3.1",".",".","."
"Prof Yr 1","","5","3.182","20.0",".","80.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","5","3.182","20.0",".","80.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","340","3.325","29.1","22.4","22.4","9.1","2.6","1.5","0.3","8.8","0.3","1.5","",".","0.3","1.2",".","0.6","."
