"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"699","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","9","3.405","44.4","11.1","11.1",".","11.1",".",".","22.2",".",".",".",".",".",".",".","."
"709
Math Tech-Analys of Algrthm","001","","14","3.643","50.0","28.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"712
Finite Difference Methods","001","","17","3.469","58.8","17.6","5.9",".","5.9",".","5.9",".",".",".",".",".",".","5.9",".","."
"730
Nonlinear Progm Algorithms","001","","29","3.655","62.1","13.8","17.2","6.9",".",".",".",".",".",".",".",".",".",".",".","."
"733
Comput Meths-Lg Sparse Sys","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"736
Advanced Operating Systems","001","","17","3.676","47.1","41.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"747
Adv Cmputr Sys Anal Techniq","001","","13","3.500","38.5","23.1","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"755
VLSI Systems Design","001","","7","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"757
Adv Computr Architecture II","001","","12","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"760
Machine Learning","001","","34","3.603","41.2","38.2","20.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"764
Topics-Database Mgt Systems","001","","42","3.690","52.4","33.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"774
Prob-Computatnl Linguistics","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"784
Data Models and Languages","001","","28","3.036","17.9","14.3","42.9","7.1","17.9",".",".",".",".",".",".",".",".",".",".","."
"790","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Thesis","Course Total","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","036","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","066","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","082","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","097","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research","Course Total","","43","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"830
Abstrct&Concrete Cmplx Thry","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"838","001","","26","3.731","57.7","30.8","11.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"838","002","","16","3.533","43.8","31.3","6.3","6.3","6.3",".",".",".",".",".",".",".",".",".","6.3","."
