"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","234
004","28","3.019","39.3",".","28.6","3.6","17.9","3.6","3.6",".",".",".",".",".",".",".",".","3.6"
"Calc--Functns of Variables","Course Total","509","2.682","20.4","14.9","19.6","9.6","20.6","7.9","6.1",".",".",".",".",".","0.2","0.4",".","0.2"
"Elementary Discrete Math","240
001","102","2.613","24.5","9.8","16.7","10.8","19.6","12.7","5.9",".",".",".",".",".",".",".",".","."
"Directed Study in Math","298
015","60","",".",".",".",".",".",".",".",".",".","95.0","5.0",".",".",".",".","."
"Theory-Interst & Life Insur","303
001","8","2.313",".","25.0","12.5","12.5","37.5",".","12.5",".",".",".",".",".",".",".",".","."
"Intro to Math Statistics","310
001","10","2.950","30.0",".","30.0","10.0","30.0",".",".",".",".",".",".",".",".",".",".","."
"","319
001","10","2.800","20.0",".","40.0","20.0","10.0","10.0",".",".",".",".",".",".",".",".",".","."
"","319
002","26","2.750","11.5","7.7","42.3","11.5","23.1",".","3.8",".",".",".",".",".",".",".",".","."
"","319
004","29","3.034","34.5","13.8","20.7","13.8","6.9","6.9","3.4",".",".",".",".",".",".",".",".","."
"","319
005","30","3.517","50.0","26.7","10.0","6.7",".",".","3.3",".",".",".",".",".",".",".",".","3.3"
"","319
006","23","2.630","13.0","8.7","26.1","21.7","17.4","13.0",".",".",".",".",".",".",".",".",".","."
"","319
007","25","2.580","12.0","12.0","28.0","24.0","8.0","8.0","8.0",".",".",".",".",".",".",".",".","."
"","319
008","27","2.352","14.8","3.7","18.5","7.4","37.0","14.8","3.7",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","Course Total","170","2.828","23.5","11.8","24.7","14.1","14.7","7.1","3.5",".",".",".",".",".",".",".",".","0.6"
"","320
001","25","2.440","24.0","8.0","8.0","8.0","32.0","12.0","8.0",".",".",".",".",".",".",".",".","."
"","002
320","24","2.854","8.3","25.0","33.3","12.5","16.7",".","4.2",".",".",".",".",".",".",".",".","."
"","320
003","27","2.667","11.1","18.5","18.5","11.1","37.0",".","3.7",".",".",".",".",".",".",".",".","."
"","005
320","29","2.759","17.2","10.3","20.7","24.1","20.7","6.9",".",".",".",".",".",".",".",".",".","."
"","320
006","20","2.800","15.0","10.0","25.0","20.0","30.0",".",".",".",".",".",".",".",".",".",".","."
"","320
007","27","2.556","11.1","18.5","7.4","18.5","33.3","11.1",".",".",".",".",".",".",".",".",".","."
"","320
008","27","2.815","18.5","7.4","40.7","7.4","18.5","3.7","3.7",".",".",".",".",".",".",".",".","."
"","320
009","25","2.540","8.0","12.0","16.0","24.0","32.0","8.0",".",".",".",".",".",".",".",".",".","."
"Linear Alg & Diff Equations","Course Total","204","2.676","14.2","13.7","21.1","15.7","27.5","5.4","2.5",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","321
001","25","2.100","4.0","4.0","20.0",".","52.0","16.0","4.0",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","322
001","12","3.083","33.3","8.3","33.3","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".","."
"","340
001","25","2.680","20.0","8.0","28.0","8.0","20.0","16.0",".",".",".",".",".",".",".",".",".","."
"","340
002","27","2.778","18.5","14.8","14.8","29.6","14.8","3.7","3.7",".",".",".",".",".",".",".",".","."
"","003
340","29","2.879","37.9","10.3","10.3","13.8","13.8","6.9","6.9",".",".",".",".",".",".",".",".","."
"","004
340","26","2.788","19.2","7.7","42.3","3.8","15.4","7.7","3.8",".",".",".",".",".",".",".",".","."
"","005
340","16","3.719","56.3","31.3","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","340
006","31","3.048","29.0","16.1","25.8","6.5","19.4",".","3.2",".",".",".",".",".",".",".",".","."
"","007
340","19","2.368","15.8",".","31.6","21.1",".","26.3","5.3",".",".",".",".",".",".",".",".","."
"","340
008","21","2.643","19.0","28.6","4.8","14.3","14.3","9.5","9.5",".",".",".",".",".",".",".",".","."
"Elem Matrix&Linear Algebra","Course Total","194","2.848","26.3","13.9","21.6","12.4","13.4","8.2","4.1",".",".",".",".",".",".",".",".","."
"Basic Concepts of Math","001
371","16","3.233","31.3","12.5","18.8","31.3",".",".",".","6.3",".",".",".",".",".",".",".","."
"Multi-Var Calc & Linear Alg","375
001","17","3.147","11.8","41.2","29.4","11.8",".","5.9",".",".",".",".",".",".",".",".",".","."
"Topics-Multi-Var Calc&Diff Eq","376
001","11","3.636","81.8",".","9.1",".",".","9.1",".",".",".",".",".",".",".",".",".","."
"","431
001","30","3.483","66.7",".","16.7",".","6.7","6.7",".","3.3",".",".",".",".",".",".",".","."
"","431
002","31","3.290","51.6","6.5","16.1","12.9","9.7",".","3.2",".",".",".",".",".",".",".",".","."
"","431
003","20","2.775","15.0","15.0","20.0","20.0","25.0","5.0",".",".",".",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","81","3.231","48.1","6.2","17.3","9.9","12.3","3.7","1.2","1.2",".",".",".",".",".",".",".","."
"Introduction to Cryptography","001
435","22","2.886","27.3","18.2","18.2","13.6","9.1","9.1","4.5",".",".",".",".",".",".",".",".","."
"College Geometry I","461
001","16","3.156","25.0","18.8","25.0","25.0","6.3",".",".",".",".",".",".",".",".",".",".","."
