"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"DESIGN STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","",""
"Design: Fundamentals I","120","001","103","2.853","14.6","21.4","26.2","17.5","10.7","5.8","2.9","1.0",".",".",".",".",".",".",".","."
"Fabric & Apparel Structures II","154","001","15","3.500","40.0","33.3","13.3","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"Fashion Illustration","210","001","14","3.393","50.0","28.6","7.1","7.1",".",".","7.1",".",".",".",".",".",".",".",".","."
"Design: Fundamentals II","220","001","15","3.400","26.7","33.3","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Inter Envir & Hum Behavior","221","001","79","3.038","20.3","15.2","39.2","15.2","5.1","3.8","1.3",".",".",".",".",".",".",".",".","."
"Interior Design I","222","001","26","3.346","15.4","42.3","38.5","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","225","001","10","3.050","20.0","50.0","10.0",".",".","20.0",".",".",".",".",".",".",".",".",".","."
"","225","002","10","3.350","10.0","50.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Apparel Design I","","Course Total","20","3.200","15.0","50.0","25.0",".",".","10.0",".",".",".",".",".",".",".",".",".","."
"Textile Design: Off-Loom","226","001","19","3.105","26.3","5.3","47.4","5.3","15.8",".",".",".",".",".",".",".",".",".",".","."
"Textile Dsgn:Print & Dye I","227","001","15","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Textile Design:Structural I","228","001","15","3.100","6.7","26.7","53.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"Textile Science","251","001","67","2.754","10.4","11.9","23.9","31.3","19.4","3.0",".",".",".",".",".",".",".",".",".","."
"Design: Sketching&Rendering","320","001","16","3.500","31.3","50.0","6.3","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Amer Interiors,1620-1950","422","001","49","3.214","32.7","18.4","32.7",".","12.2","4.1",".",".",".",".",".",".",".",".",".","."
"Textile Dsgn: Print&Dye II","427","001","13","3.346","30.8","15.4","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Textile Design: Weaving II","429","001","9","3.389","44.4","11.1","33.3",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Color Theory and Technology","451","001","10","3.500","30.0","40.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","501","001","18","3.556","38.9","33.3","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","501","003","13","3.423","15.4","53.8","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","","Course Total","31","3.500","29.0","41.9","29.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Material Culture Analysis","512","001","16","3.600","37.5","43.8","6.3","6.3",".",".",".",".",".",".",".",".","6.3",".",".","."
"Lightng Design-Architecture","560","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","601","015","10","3.862","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Internship","","Course Total","11","3.828","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interior Design III","622","001","25","3.280","16.0","32.0","44.0","8.0",".",".",".",".",".",".",".",".",".",".",".","."
"Apparel Design III","625","001","18","3.806","66.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Ethnographc Textiles","640","001","8","2.938","50.0",".","12.5","12.5",".","25.0",".",".",".",".",".",".",".",".",".","."
"","691","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","691","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","","Course Total","2","***","","","","","","","","","","","","","","","",""
"","699","000B","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","000D","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","000C","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","000A","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","","Section Total","11","3.739","54.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","007","8","3.500","12.5","62.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","014","12","3.690","66.7","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".","8.3",".","."
"","699","016","6","3.591","16.7","66.7",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"","699","019","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","027","2","***","","","","","","","","","",".",".",".",".",".",".","."
