"ASTRONOMY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","",""
"100
Survey of Astronomy","001","","145","2.608","9.0","12.4","20.0","27.6","20.0","9.0","0.7","0.7",".",".",".",".",".",".","0.7","."
"103","001","","140","2.928","22.1","17.9","25.7","16.4","6.4","8.6","2.1",".",".",".",".",".",".",".",".","0.7"
"103","002","","140","2.781","22.1","8.6","27.9","10.0","20.0","5.0","4.3","2.1",".",".",".",".",".",".",".","."
"The Evolving Universe","Course Total","","280","2.855","22.1","13.2","26.8","13.2","13.2","6.8","3.2","1.1",".",".",".",".",".",".",".","0.4"
"113","001","","20","2.895","10.0","10.0","50.0",".","25.0",".",".",".",".",".",".",".",".",".",".","5.0"
"113","002","","20","3.100","25.0","10.0","45.0",".","20.0",".",".",".",".",".",".",".",".",".",".","."
"113","003","","18","3.306","27.8","16.7","50.0",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"113","004","","19","3.026","31.6","5.3","47.4",".","5.3","5.3","5.3",".",".",".",".",".",".",".",".","."
"113","005","","18","2.972","16.7","5.6","61.1",".","11.1","5.6",".",".",".",".",".",".",".",".",".","."
"113","006","","19","2.868","21.1",".","47.4","5.3","21.1","5.3",".",".",".",".",".",".",".",".",".","."
"113","007","","18","3.028","22.2",".","55.6","5.6","16.7",".",".",".",".",".",".",".",".",".",".","."
"Hands on the Universe","Course Total","","132","3.027","22.0","6.8","50.8","1.5","15.2","2.3","0.8",".",".",".",".",".",".",".",".","0.8"
"200
The Physical Universe","001","","13","2.583","15.4",".","30.8",".","38.5","7.7",".","7.7",".",".",".",".",".",".",".","."
"236
Bascom Course","001","","23","3.045","17.4","30.4","21.7","13.0","8.7",".","4.3",".","4.3",".",".",".",".",".",".","."
"330
Galaxies and Cosmology","001","","16","3.357","50.0",".","18.8",".","18.8",".",".","12.5",".",".",".",".",".",".",".","."
"460
Experience-Astronom Observ","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"500
Tech-Mod Observatl Astrophy","001","","14","3.464","35.7","28.6","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"682","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"691
Senior Thesis","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"715
Stellar Interiors&Evolution","001","","11","3.550","45.5","18.2","18.2","9.1",".",".",".","9.1",".",".",".",".",".",".",".","."
"910
Seminar in Astrophysics","001","","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
