"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MOLECULAR BIOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"650
MOL BIOL","","","","","","","","","","","","","","","","","","","",""
"Senior Honors Thesis","681
003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","682
003","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sr Honors Smr in Molec Biol","686
001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Thesis","692
003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Studies-Molec Biol","699
003","","20","3.946","95.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"MOL BIOL
650","Dept. Total","","46","3.937","87.0","8.7","2.2",".",".",".",".",".",".",".",".","2.2",".",".",".","."
