"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Hum Sexuality-Soc,Psych Iss","160
001","187","2.793","14.4","15.0","24.6","19.8","15.0","7.0","1.1","3.2",".",".",".",".",".",".",".","."
"","202
001","247","2.693","17.0","15.8","11.7","27.5","16.6","7.7","3.2",".",".",".",".",".",".",".","0.4","."
"","002
202","336","2.901","18.2","23.2","9.5","31.5","12.2","3.6","1.5",".",".",".",".",".",".",".","0.3","."
"","202
003","331","2.902","19.6","19.0","15.7","24.2","15.7","5.1","0.3",".",".",".",".",".",".",".",".","0.3"
"","202
004","330","2.701","15.8","16.7","16.7","17.0","23.6","5.8","3.3","0.9","0.3",".",".",".",".",".",".","."
"","005
202","340","2.840","17.9","17.6","16.2","24.7","17.4","3.8","1.8","0.6",".",".",".",".",".",".",".","."
"Introduction to Psychology","Course Total","1584","2.814","17.7","18.6","14.1","24.9","17.1","5.1","2.0","0.3","0.1",".",".",".",".",".","0.1","0.1"
"","210
001","61","2.590","16.4","8.2","27.9","8.2","29.5","1.6","8.2",".",".",".",".",".",".",".",".","."
"","210
002","51","2.588","17.6","11.8","23.5","11.8","15.7","15.7","3.9",".",".",".",".",".",".",".",".","."
"","210
003","60","2.525","11.7","6.7","28.3","8.3","33.3","10.0","1.7",".",".",".",".",".",".",".",".","."
"","210
004","61","2.590","16.4","3.3","26.2","9.8","39.3",".","4.9",".",".",".",".",".",".",".",".","."
"","210
005","58","2.596","12.1","8.6","27.6","12.1","27.6","8.6","1.7","1.7",".",".",".",".",".",".",".","."
"","006
210","47","3.021","23.4","23.4","29.8","6.4","8.5","4.3","4.3",".",".",".",".",".",".",".",".","."
"Psychometric Methods","Course Total","338","2.639","16.0","9.8","27.2","9.5","26.6","6.5","4.1","0.3",".",".",".",".",".",".",".","."
"","001
225","46","3.000","15.2","26.1","23.9","17.4","15.2","2.2",".",".",".",".",".",".",".",".",".","."
"","225
002","45","2.522","6.7","8.9","31.1","15.6","26.7","8.9","2.2",".",".",".",".",".",".",".",".","."
"","003
225","41","2.598","14.6","9.8","22.0","12.2","31.7","7.3","2.4",".",".",".",".",".",".",".",".","."
"","004
225","41","2.549","7.3","4.9","34.1","17.1","29.3","4.9","2.4",".",".",".",".",".",".",".",".","."
"Experimental Psychology","Course Total","173","2.673","11.0","12.7","27.7","15.6","25.4","5.8","1.7",".",".",".",".",".",".",".",".","."
"Honors Crse-Intro to Psych","281
001","26","3.673","65.4","26.9","3.8",".",".",".","3.8",".",".",".",".",".",".",".",".","."
"Introduction-Human Factors","349
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","386
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
002","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Psych for Honors","Course Total","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychology of Motivation","409
001","110","2.977","19.1","26.4","17.3","16.4","16.4","3.6","0.9",".",".",".",".",".",".",".",".","."
"","411
015","28","3.375","28.6","25.0","39.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","048
411","21","3.524","61.9",".","28.6",".","9.5",".",".",".",".",".",".",".",".",".",".","."
"","411
049","24","3.792","87.5","8.3",".",".",".",".","4.2",".",".",".",".",".",".",".",".","."
"","411
050","28","3.446","32.1","35.7","21.4","10.7",".",".",".",".",".",".",".",".",".",".",".","."
"","051
411","23","3.217","17.4","52.2","13.0",".","13.0","4.3",".",".",".",".",".",".",".",".",".","."
"","411
053","28","3.679","53.6","32.1","10.7","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"","411
054","28","3.696","71.4","17.9","7.1",".",".",".","3.6",".",".",".",".",".",".",".",".","."
"","411
055","27","3.981","92.6","3.7",".",".",".",".",".","3.7",".",".",".",".",".",".",".","."
"","056
411","29","3.759","75.9",".","24.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
098","21","3.921","81.0","4.8","4.8",".",".",".",".","9.5",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","257","3.636","59.9","18.3","15.2","2.3","1.9","0.4","0.8","1.2",".",".",".",".",".",".",".","."
"Cognitive Psychology","414
001","129","2.789","7.8","6.2","49.6","17.1","14.7","3.1","0.8","0.8",".",".",".",".",".",".",".","."
"Animal Behavior-Primates","001
450","359","3.424","40.4","23.4","21.2","10.3","2.8","0.3","0.6","1.1",".",".",".",".",".",".",".","."
"Psychology of Personality","507
001","194","2.971","8.2","32.5","21.6","20.6","12.9","2.1",".","1.5",".",".",".",".",".","0.5",".","."
"Abnormal Psychology","509
001","364","2.911","22.5","13.2","23.6","8.0","25.8","2.7","0.8","2.7","0.3",".",".",".",".",".",".","0.3"
"Bhv Pathology-Psychoses","512
001","147","3.095","24.5","11.6","43.5","6.1","11.6","2.0","0.7",".",".",".",".",".",".",".",".","."
"Neurodevelopmental Disorders","514
001","25","3.560","40.0","40.0","16.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"","517
001","27","3.778","70.4","18.5","7.4","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"","002
517","26","3.519","42.3","26.9","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 279 of 385",""
