"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","044","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","37","3.961","89.2","5.4","2.7",".",".",".",".",".",".",".",".",".","2.7",".",".","."
"711","001","","14","3.607","42.9","35.7","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"711","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Dynamcs& Control-AC Drives","Course Total","","18","3.563","33.3","33.3","22.2",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"714","001","","16","3.615","31.3","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".","18.8","."
"714","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Utilty Appl-Powr Electroncs","Course Total","","17","3.607","29.4","41.2","11.8",".",".",".",".",".",".",".",".",".",".",".","17.6","."
"724
Waves&Instabilities-Plasmas","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"729
Thry-Info Proc&Transmission","001","","18","3.028","22.2","22.2","27.8","16.7","5.6",".","5.6",".",".",".",".",".",".",".",".","."
"733
Comput Meths-Lg Sparse Sys","001","","20","3.900","85.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"736
Wireless Communications","001","","31","3.034","16.1","19.4","32.3","19.4","3.2",".","3.2","6.5",".",".",".",".",".",".",".","."
"741
Semiconductor Diode Lasers","001","","17","3.765","70.6","11.8","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","26","3.615","38.5","46.2","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"753
Fault-Tolerant Computing","001","","35","3.386","34.3","25.7","25.7","11.4","2.9",".",".",".",".",".",".",".",".",".",".","."
"755
VLSI Systems Design","001","","17","3.588","47.1","23.5","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"757
Adv Computr Architecture II","001","","6","3.500","16.7","50.0","16.7",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"762
Biomedical Instrumentation","001","","8","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","011","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"790","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","016","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","018","","6","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"790","019","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","025","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 120 of 385",""
