"","924
002","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","924
007","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Child Psych Clerk-Mendota","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","",""
"Community Psy Clerk-CSC/MHC","925
043","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PSYCHIAT
814","Dept. Total","","73","3.779","75.3","6.8","16.4","1.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","3","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","62","3.758","72.6","8.1","17.7","1.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","8","3.905","87.5",".","12.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","70","3.770","74.3","7.1","17.1","1.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","73","3.779","75.3","6.8","16.4","1.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
