"MUSIC","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","",""
"Advanced Independent Work","Course Total","45","",".",".",".",".",".",".",".","88.9","4.4",".",".","4.4",".",".","2.2","."
"MUSIC
660","Dept. Total","3542","3.702","77.5","7.5","6.9","1.8","1.5","0.3","0.3","3.6","0.1","0.2",".","0.1","0.1","0.1","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","",""
"Freshmen","","381","3.649","79.3","8.9","7.6","2.1","0.8","0.8","0.3",".",".",".",".",".",".","0.3",".","."
"Sophomore","","713","3.707","82.3","6.7","6.9","1.1","1.8",".","0.4",".",".","0.6",".",".",".",".","0.1","."
"Junior","","804","3.681","80.1","7.3","7.8","1.6","1.9","0.5","0.4","0.1",".","0.2",".",".",".",".",".","."
"Senior","","1249","3.672","75.8","8.9","7.6","2.8","1.7","0.2","0.2","2.5",".",".",".",".","0.1",".","0.1","0.1"
"Undergraduates","","3147","3.679","78.8","8.0","7.5","2.0","1.7","0.3","0.3","1.0",".","0.2",".",".","0.0","0.0","0.1","0.0"
"Special","","73","4.000","52.1",".",".",".",".",".",".","46.6",".","1.4",".",".",".",".",".","."
"Graduate","","328","3.885","71.3","3.7","2.4","0.3","0.6",".",".","17.7","0.6","0.3",".","0.6","1.2","0.3","0.9","."
"Prof Yr 1","","4","4.000","75.0",".",".",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"Prof Yr 2","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","5","4.000","80.0",".",".",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"Professionals","","11","4.000","81.8",".",".",".",".",".",".","18.2",".",".",".",".",".",".",".","."
"","Dept. Total","3559","3.702","77.6","7.4","6.9","1.8","1.5","0.3","0.3","3.5","0.1","0.2",".","0.1","0.1","0.1","0.1","0.0"
