"","990
018","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
019","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
020","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research","Course Total","16","",".",".",".",".",".",".",".","75.0","6.3",".",".","18.8",".",".",".","."
"FRENCH
400","Dept. Total","1050","3.396","38.0","27.4","16.9","5.5","3.9","1.1","0.8","5.5","0.1",".",".","0.3","0.3","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","150","3.260","21.3","38.0","24.7","10.0","4.0","0.7","1.3",".",".",".",".",".",".",".",".","."
"Sophomore","","264","3.404","33.0","36.4","18.9","6.8","2.3","1.5","0.4","0.8",".",".",".",".",".",".",".","."
"Junior","","204","3.306","39.2","25.0","17.6","3.9","7.8","0.5","2.5","2.9",".",".",".",".",".","0.5",".","."
"Senior","","296","3.428","44.9","21.6","16.6","5.7","4.1","2.0",".","4.7",".",".",".",".","0.3",".",".","."
"Undergraduates","","914","3.363","36.3","29.3","18.8","6.3","4.4","1.3","0.9","2.4",".",".",".",".","0.1","0.1",".","."
"Special","","27","3.698","55.6","18.5","3.7",".","3.7",".",".","18.5",".",".",".",".",".",".",".","."
"Graduate","","106","3.832","47.2","13.2","3.8",".",".",".",".","29.2","0.9",".",".","2.8","1.9",".","0.9","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","2","3.600","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","3","3.778","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1050","3.396","38.0","27.4","16.9","5.5","3.9","1.1","0.8","5.5","0.1",".",".","0.3","0.3","0.1","0.1","."
