"Public Utilities","325
001","","9","3.563","22.2","55.6","11.1",".","",".",".","",".","","11.1",".","",".",".","",".","",".","",".",".","."
"Energy Economics","671
001","","3","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Public Utilities","725
001","","3","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"TRAN P U
243","Dept. Total","","15","3.679","46.7","33.3","13.3",".","",".","",".","",".","6.7","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"243
TRAN P U","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","5","3.500","20.0","60.0","20.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","6","3.600","33.3","33.3","16.7",".","",".","",".","",".","16.7","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","11","3.550","27.3","45.5","18.2",".","",".","",".","",".","9.1","",".",".","",".","",".","",".",".",".","."
"Graduate","","","3","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","15","3.679","46.7","33.3","13.3",".","",".","",".","",".","6.7","",".",".","",".","",".","",".",".",".","."
