"Special Topics in ILS","275
001","13","3.542","30.8","38.5","23.1",".",".",".",".","7.7",".","",".",".","",".","",".","",".",".","."
"Capstone Integration Seminar","400
001","19","3.842","73.7","21.1","5.3",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Global Culture Capstone Smr","401
001","15","3.933","86.7","13.3",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"ILS
500","Dept. Total","1157","3.269","20.7","28.3","30.6","9.9","2.9","0.1","0.6","0.8","",".","6.0","",".","",".","",".",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","288","3.091","7.6","25.7","33.3","14.9","4.2",".","0.3",".","",".","13.9","",".","",".","",".",".",".","."
"Sophomore","","468","3.253","19.4","28.4","35.0","10.0","2.6","0.2","0.4",".","",".","3.6","",".","",".","",".",".","0.2","."
"Junior","","208","3.307","25.5","31.7","26.0","8.7","1.9",".","1.9",".","",".","3.8","",".","",".","",".",".","0.5","."
"Senior","","192","3.511","38.0","28.1","20.8","3.6","2.6",".",".","4.7","",".","2.1","",".","",".","",".",".",".","."
"Undergraduates","","1156","3.269","20.7","28.3","30.6","9.9","2.9","0.1","0.6","0.8","",".","6.0","",".","",".","",".",".","0.2","."
"Special","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1157","3.269","20.7","28.3","30.6","9.9","2.9","0.1","0.6","0.8","",".","6.0","",".","",".","",".",".","0.2","."
