"Ways of Knowing Biology","151
001","","31","",".",".",".",".",".","",".","",".","",".","",".","","100.0",".","",".","",".","",".",".","."
"Undergrad Research Experience","250
001","","6","3.857","83.3",".","16.7",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"World Hunger & Malnutrition","350
001","","5","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INTER-AG
494","Dept. Total","","42","3.776","19.0","2.4","4.8",".","",".","",".","",".","",".","",".","73.8","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","10","4.000","20.0",".",".",".","",".","",".","",".","",".","",".","80.0","",".","",".","",".",".",".","."
"Sophomore","","","22","3.818","18.2",".","4.5",".","",".","",".","",".","",".","",".","77.3","",".","",".","",".",".",".","."
"Junior","","","6","",".",".",".",".","",".","",".","",".","",".","",".","100.0","",".","",".","",".",".",".","."
"Senior","","","3","3.500","33.3","33.3","33.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","41","3.750","17.1","2.4","4.9",".","",".","",".","",".","",".","",".","75.6","",".","",".","",".",".",".","."
"Graduate","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","42","3.776","19.0","2.4","4.8",".","",".","",".","",".","",".","",".","73.8","",".","",".","",".",".",".","."
