"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","100
001","16","3.594","56.3","18.8","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","002
100","18","3.472","33.3","27.8","38.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
003","18","2.833","16.7","22.2","33.3",".","16.7","5.6","5.6",".",".",".",".",".",".",".",".","."
"","100
004","16","3.125","18.8","31.3","37.5","6.3",".",".","6.3",".",".",".",".",".",".",".",".","."
"","100
005","17","3.559","58.8","17.6","11.8",".","11.8",".",".",".",".",".",".",".",".",".",".","."
"","006
100","11","3.364","27.3","36.4","18.2","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"","007
100","18","3.000","33.3","11.1","16.7","22.2","11.1",".","5.6",".",".",".",".",".",".",".",".","."
"","009
100","17","3.529","35.3","41.2","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","100
010","20","3.550","35.0","50.0","5.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","100
011","18","3.361","16.7","50.0","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","100
013","18","3.389","16.7","50.0","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","100
014","18","3.500","50.0","27.8","11.1","5.6",".","5.6",".",".",".",".",".",".",".",".",".","."
"","015
100","19","2.921","5.3","31.6","31.6","15.8","10.5","5.3",".",".",".",".",".",".",".",".",".","."
"","100
016","18","3.324","27.8","16.7","38.9","11.1",".",".",".",".",".",".",".",".",".","5.6",".","."
"","018
100","18","3.167","22.2","27.8","38.9","5.6",".",".","5.6",".",".",".",".",".",".",".",".","."
"","100
019","14","3.107","35.7","21.4","7.1","28.6",".",".","7.1",".",".",".",".",".",".",".",".","."
"","100
020","17","2.412","11.8","23.5","11.8","11.8","23.5",".","17.6",".",".",".",".",".",".",".",".","."
"","100
021","17","3.176","23.5","35.3","23.5","11.8",".",".","5.9",".",".",".",".",".",".",".",".","."
"","100
022","18","3.111","11.1","27.8","50.0","5.6",".","5.6",".",".",".",".",".",".",".",".",".","."
"","100
023","17","2.588","11.8","29.4",".","17.6","29.4","5.9","5.9",".",".",".",".",".",".",".",".","."
"","100
024","19","3.194","21.1","31.6","10.5","26.3","5.3",".",".",".",".",".",".",".",".",".",".","5.3"
"","100
025","17","3.265","23.5","23.5","41.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","100
026","18","3.083","5.6","55.6","22.2","5.6",".","11.1",".",".",".",".",".",".",".",".",".","."
"","100
027","18","3.500","50.0","33.3","11.1",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","100
028","18","3.000","16.7","38.9","16.7","5.6","16.7",".","5.6",".",".",".",".",".",".",".",".","."
"","100
029","18","3.194","16.7","33.3","38.9","5.6",".","5.6",".",".",".",".",".",".",".",".",".","."
"","100
030","16","3.344","25.0","43.8","12.5","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","100
031","20","3.725","55.0","35.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","032
100","18","3.556","38.9","38.9","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","100
033","17","3.206","17.6","23.5","41.2","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"","100
034","19","3.632","42.1","42.1","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
036","19","3.368","15.8","47.4","31.6","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","037
100","16","2.767","31.3",".","6.3","43.8",".","6.3","6.3",".",".",".",".",".",".","6.3",".","."
"","100
038","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
039","17","3.088","5.9","17.6","64.7","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","100
042","19","3.000","21.1","10.5","26.3","31.6","10.5",".",".",".",".",".",".",".",".",".",".","."
"","100
044","17","3.324","29.4","29.4","29.4",".","11.8",".",".",".",".",".",".",".",".",".",".","."
"","100
045","15","3.267","20.0","26.7","40.0","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","046
100","18","3.222","22.2","27.8","22.2","27.8",".",".",".",".",".",".",".",".",".",".",".","."
"","100
047","19","3.184","21.1","26.3","26.3","21.1","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
048","18","3.500","16.7","66.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
049","18","3.667","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
050","19","3.526","42.1","26.3","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Freshman Composition","Course Total","756","3.278","28.7","31.0","23.0","10.2","3.8","1.2","1.7",".",".",".",".",".",".","0.3",".","0.1"
"","110
006","14","",".",".",".",".",".",".",".",".",".","92.9","7.1",".",".",".",".","."
"","007
110","9","",".",".",".",".",".",".",".",".",".","77.8","22.2",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 201 of 385",""
