"CHEMICAL & BIOLOGICAL ENGR Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","211
001","","27","2.685","7.4","7.4","33.3","33.3","11.1","7.4",".",".",".",".",".",".",".",".",".","."
"","211
002","","22","2.750","9.1","22.7","13.6","36.4","9.1","9.1",".",".",".",".",".",".",".",".",".","."
"Chem Process Thermodynamics","Course Total","","49","2.714","8.2","14.3","24.5","34.7","10.2","8.2",".",".",".",".",".",".",".",".",".","."
"","250
001","","26","2.981","30.8","15.4","19.2","11.5","11.5","11.5",".",".",".",".",".",".",".",".",".","."
"","250
002","","34","2.706","11.8","5.9","41.2","17.6","11.8","11.8",".",".",".",".",".",".",".",".",".","."
"Process Synthesis","Course Total","","60","2.825","20.0","10.0","31.7","15.0","11.7","11.7",".",".",".",".",".",".",".",".",".","."
"Thermodynamics of Mixtures","001
311","","32","2.672","18.8","9.4","21.9","12.5","28.1","6.3","3.1",".",".",".",".",".",".",".",".","."
"Intro Transport Phenomena","320
001","","40","3.125","35.0","15.0","25.0",".","22.5",".","2.5",".",".",".",".",".",".",".",".","."
"","324
002","","13","3.154","15.4","23.1","46.2","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","324
003","","12","3.000","16.7","25.0","25.0","8.3","25.0",".",".",".",".",".",".",".",".",".",".","."
"","324
004","","14","3.179","7.1","28.6","57.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","005
324","","11","3.136","18.2","27.3","27.3","18.2","9.1",".",".",".",".",".",".",".",".",".",".","."
"Transport Phenomena Lab","Course Total","","50","3.120","14.0","26.0","40.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Momentum&Heat Transfer Oper","326
001","","61","2.934","18.0","16.4","32.8","13.1","13.1","6.6",".",".",".",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Mass Transfer Operations","426
001","","48","3.073","18.8","18.8","33.3","16.7","12.5",".",".",".",".",".",".",".",".",".",".","."
"Chem Kinetcs & Reactor Dsgn","430
001","","44","3.057","22.7","13.6","36.4","6.8","20.5",".",".",".",".",".",".",".",".",".",".","."
"Process Design","450
001","","44","3.193","20.5","29.5","31.8","4.5","13.6",".",".",".",".",".",".",".",".",".",".","."
"Process Dynamics & Control","470
001","","44","3.023","29.5","22.7","18.2",".","20.5","9.1",".",".",".",".",".",".",".",".",".","."
"Polymer Sci & Technology","540
001","","22","2.932","9.1","22.7","31.8","18.2","18.2",".",".",".",".",".",".",".",".",".",".","."
"Processing-Electronic Matls","544
001","","17","2.706","23.5","23.5","17.6",".","17.6","5.9","11.8",".",".",".",".",".",".",".",".","."
"","562
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","003
562","","18","3.444","33.3","38.9","16.7","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","562
004","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spec Topics in ChE","Course Total","","45","3.647","73.3","15.6","6.7","2.2","2.2",".",".",".",".",".",".",".",".",".",".","."
"Food Process Engineering","565
001","","28","2.893","10.7","17.9","25.0","32.1","14.3",".",".",".",".",".",".",".",".",".",".","."
"","599
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","599
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","599
003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","599
005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","599
006","","10","3.682","80.0",".","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","599
008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","599
009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","599
010","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","599
011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","599
014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","599
015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","599
016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","599
017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","599
018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","42","3.875","88.1","4.8","2.4",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"Intmed Transport Phenomena","620
001","","17","3.412","29.4","35.3","23.5","11.8",".",".",".",".",".",".",".",".",".",".",".","."
