"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","995
027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","995
042","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch-Macromolecular Chem","Course Total","9","",".",".",".",".",".",".",".","44.4",".",".",".","55.6",".",".",".","."
"CHEM
224","Dept. Total","4246","2.968","27.0","13.5","25.5","6.8","15.6","3.1","1.7","4.2",".","1.4",".","1.0","0.0","0.1","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"Freshmen","","857","2.696","14.4","10.9","28.8","10.7","27.4","5.4","2.3",".",".",".",".",".",".",".","0.1","."
"Sophomore","","1277","3.034","27.3","14.8","28.3","6.7","18.0","3.4","1.3",".",".","0.2",".",".",".",".",".","0.1"
"Junior","","918","3.023","28.4","15.1","30.1","6.4","14.5","2.8","2.2",".",".","0.2",".",".",".","0.1",".","0.1"
"Senior","","589","3.090","35.3","17.1","23.6","7.1","10.4","2.2","2.4","0.2",".","0.8",".","0.2","0.2","0.5",".","."
"Undergraduates","","3641","2.936","25.8","14.3","28.1","7.6","18.1","3.5","2.0","0.0",".","0.2",".","0.0","0.0","0.1","0.0","0.1"
"Special","","47","3.115","34.0","12.8","27.7","10.6","8.5","6.4",".",".",".",".",".",".",".",".",".","."
"Graduate","","739","3.650","36.0","6.1","6.4","0.8",".",".",".","38.3",".","6.8",".","5.4",".",".","0.3","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","4428","2.968","27.6","12.9","24.5","6.5","15.0","3.0","1.6","6.4",".","1.3",".","0.9","0.0","0.1","0.1","0.0"
