"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","84252","3.165","31.0","19.5","21.0","8.6","8.7","2.4","1.3","3.0","0.0","2.9","0.3","0.5","0.2","0.4","0.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","12753","2.909","19.4","18.7","23.7","11.8","13.0","4.1","2.2","0.0","0.0","5.5","0.7",".","0.0","0.6","0.1","0.1"
"Sophomore","","20932","3.099","25.7","21.1","24.3","9.6","10.2","2.6","1.4","0.2","0.0","4.0","0.4",".","0.1","0.4","0.1","0.0"
"Junior","","18189","3.143","29.4","21.2","23.5","9.4","9.5","2.5","1.4","0.6","0.0","1.8","0.2","0.0","0.1","0.3","0.1","0.1"
"Senior","","21938","3.229","34.7","19.7","20.9","8.7","7.7","2.1","1.2","2.6","0.1","1.6","0.1","0.0","0.2","0.3","0.1","0.1"
"Undergraduates","","73812","3.112","28.2","20.3","23.0","9.7","9.8","2.6","1.5","1.0","0.0","3.0","0.3","0.0","0.1","0.4","0.1","0.1"
"Special","","1105","3.429","41.1","11.9","11.2","3.5","4.2","1.5","1.1","12.9",".","6.6","1.0",".","0.9","1.1","3.0","."
"Graduate","","9459","3.759","51.5","13.6","6.5","0.8","0.4","0.1","0.2","18.8","0.2","2.0","0.0","4.5","1.0","0.1","0.4","0.0"
"Prof Yr 1","","23","3.441","52.2",".","34.8","8.7",".",".",".","4.3",".",".",".",".",".",".",".","."
"Prof Yr 2","","19","3.745","57.9","26.3","10.5",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"Prof Yr 3","","35","3.753","65.7","14.3","11.4",".",".",".",".","8.6",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","78","3.656","59.0","12.8","19.2","2.6",".",".",".","6.4",".",".",".",".",".",".",".","."
"","College Total","84454","3.165","31.0","19.4","21.0","8.6","8.6","2.3","1.3","3.1","0.0","2.9","0.3","0.5","0.2","0.4","0.2","0.1"
