"L&S","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","238","3.489","44.5","25.6","14.7","5.0","3.8","0.4","1.3","3.8","",".",".","",".","0.4","",".",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","43","3.134","9.3","44.2","25.6","9.3","9.3","2.3",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","41","3.347","41.5","22.0","22.0","2.4","4.9",".","4.9","2.4","",".",".","",".",".","",".",".",".","."
"Junior","","37","3.550","51.4","27.0","2.7","8.1","2.7",".","2.7","2.7","",".",".","",".","2.7","",".",".",".","."
"Senior","","76","3.577","47.4","26.3","17.1","3.9","2.6",".",".","2.6","",".",".","",".",".","",".",".",".","."
"Undergraduates","","197","3.427","38.6","29.4","17.3","5.6","4.6","0.5","1.5","2.0","",".",".","",".","0.5","",".",".",".","."
"Special","","6","3.333","16.7","33.3",".","16.7",".",".",".","33.3","",".",".","",".",".","",".",".",".","."
"Graduate","","34","3.949","82.4","2.9","2.9",".",".",".",".","8.8","",".",".","",".",".","",".",".","2.9","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","238","3.489","44.5","25.6","14.7","5.0","3.8","0.4","1.3","3.8","",".",".","",".","0.4","",".",".","0.4","."
