"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Design of Machine Elements","Course Total","80","2.644","13.8","13.8","10.0","32.5","20.0","10.0",".",".",".",".",".",".",".",".",".","."
"","349
001","15","2.833","6.7","13.3","46.7","6.7","26.7",".",".",".",".",".",".",".",".",".",".","."
"","349
002","17","2.971","17.6","23.5","23.5","17.6","11.8","5.9",".",".",".",".",".",".",".",".",".","."
"","349
003","14","3.000","21.4","21.4","28.6","21.4",".",".","7.1",".",".",".",".",".",".",".",".","."
"","349
004","11","3.182","45.5",".","36.4",".","9.1","9.1",".",".",".",".",".",".",".",".",".","."
"","349
005","13","3.462","7.7","76.9","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engineering Design Projects","Course Total","70","3.071","18.6","27.1","30.0","10.0","10.0","2.9","1.4",".",".",".",".",".",".",".",".","."
"Advanced Graphic Analysis","350
001","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
361","29","3.017","37.9","6.9","24.1","3.4","20.7","3.4","3.4",".",".",".",".",".",".",".",".","."
"","002
361","28","3.018","17.9","28.6","17.9","17.9","14.3","3.6",".",".",".",".",".",".",".",".",".","."
"","361
003","25","2.860","16.0","8.0","36.0","20.0","16.0","4.0",".",".",".",".",".",".",".",".",".","."
"","004
361","27","2.759","22.2",".","29.6","25.9","14.8","3.7","3.7",".",".",".",".",".",".",".",".","."
"Thermodynamics","Course Total","109","2.917","23.9","11.0","26.6","16.5","16.5","3.7","1.8",".",".",".",".",".",".",".",".","."
"","363
001","28","2.661","3.6","21.4","25.0","10.7","35.7","3.6",".",".",".",".",".",".",".",".",".","."
"","002
363","30","2.917","13.3","23.3","33.3","13.3","10.0","3.3","3.3",".",".",".",".",".",".",".",".","."
"","363
003","36","2.778","11.1","16.7","25.0","16.7","27.8","2.8",".",".",".",".",".",".",".",".",".","."
"Fluid Dynamics","Course Total","94","2.787","9.6","20.2","27.7","13.8","24.5","3.2","1.1",".",".",".",".",".",".",".",".","."
"","364
001","24","2.500","4.2","8.3","29.2","25.0","25.0","4.2","4.2",".",".",".",".",".",".",".",".","."
"","364
002","34","2.529","5.9","11.8","23.5","29.4","17.6","8.8","2.9",".",".",".",".",".",".",".",".","."
"","364
003","26","2.769","15.4","7.7","34.6","15.4","23.1",".","3.8",".",".",".",".",".",".",".",".","."
"Elementary Heat Transfer","Course Total","84","2.595","8.3","9.5","28.6","23.8","21.4","4.8","3.6",".",".",".",".",".",".",".",".","."
"Engr Measurements Lab","368
001","76","3.243","23.7","25.0","34.2","10.5","6.6",".",".",".",".",".",".",".",".",".",".","."
"Energy Systems Laboratory","370
001","78","3.077","11.5","25.6","38.5","15.4","9.0",".",".",".",".",".",".",".",".",".",".","."
"Mechanical Dissection","379
001","12","3.909","75.0","16.7",".",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"","417
001","18","3.438","33.3","33.3","5.6","11.1","5.6",".",".",".",".",".",".",".","5.6",".","5.6","."
"","417
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","417
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","417
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Polymer Processing","Course Total","25","3.370","36.0","36.0","4.0","8.0","4.0",".","4.0",".",".",".",".",".","4.0",".","4.0","."
"","001
418","43","3.413","30.2","30.2","23.3","4.7","4.7",".",".","2.3",".",".",".",".","2.3","2.3",".","."
"","418
002","13","3.654","61.5","15.4","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","418
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","418
005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Engr Design with Polymers","Course Total","62","3.492","40.3","24.2","22.6","4.8","3.2",".",".","1.6",".",".",".",".","1.6","1.6",".","."
"Stat Expermntl Design-Engrs","424
001","10","3.111","30.0",".","40.0",".","20.0",".",".","10.0",".",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Reliability","426
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Introduction to Robotics","439
001","11","3.409","27.3","36.4","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Design Problems-Elasticity","444
001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
447","16","3.367","56.3","12.5","6.3","6.3","6.3",".","6.3","6.3",".",".",".",".",".",".",".","."
"","447
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","447
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","005
447","6","3.500","33.3",".","33.3",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"","447
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 133 of 385",""
