"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"INTERNATIONAL BUSINESS","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","",""
"","200","001","264","3.010","17.0","25.0","23.5","17.8","13.3","1.5","1.1","0.8",".",".",".",".",".",".",".","."
"","200","002","180","2.857","16.7","17.8","18.3","23.3","15.6","4.4","1.1","2.2","0.6",".",".",".",".",".",".","."
"International Business","","Course Total","444","2.949","16.9","22.1","21.4","20.0","14.2","2.7","1.1","1.4","0.2",".",".",".",".",".",".","."
"Business German","331","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemporary Topics","365","000A","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","090","8","4.000","87.5",".",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"","399","091","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","205","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading & Research-Intl Bus","","Course Total","13","4.000","92.3",".",".",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"Global Marketing","420","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"International Real Estate","430","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"European Studies Seminar","594","001","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Business in Emerging Markets","615","001","28","3.648","32.1","60.7","3.6",".",".",".",".","3.6",".",".",".",".",".",".",".","."
"Global Marketing","720","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intl Operations: Probs&Adm","755","001","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","765","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"INTL BUS
235","","Dept. Total","516","3.053","22.3","24.0","19.2","17.2","12.2","2.3","1.0","1.6","0.2",".",".",".",".",".",".","."
