"MANAGEMENT AND HUMAN RE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","",""
"Read&Rsch-Mgmt&H Resrcs PhD","Course Total","8","4.000","25.0",".",".",".",".",".",".","75.0",".",".","",".",".",".",".",".","."
"M H R
236","Dept. Total","1911","3.448","45.7","22.6","20.0","3.6","5.1","1.2","0.3","0.9","0.1",".","",".","0.2","0.2","0.2","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","318","3.171","30.5","13.2","36.2","7.2","9.7","2.8","0.3",".",".",".","",".",".",".",".",".","."
"Senior","","666","3.286","37.7","16.5","27.5","6.5","9.3","1.8","0.5","0.2",".",".","",".",".",".","0.2",".","."
"Undergraduates","","985","3.249","35.4","15.4","30.3","6.7","9.4","2.1","0.4","0.1",".",".","",".",".",".","0.1",".","."
"Special","","57","3.427","42.1","28.1","17.5","1.8","3.5","3.5",".","1.8",".",".","",".",".",".",".","1.8","."
"Graduate","","860","3.743","57.4","30.5","8.7","0.2","0.2",".","0.1","1.7","0.1",".","",".","0.3","0.3","0.2",".","."
"Prof Yr 2","","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 3","","7","3.325","71.4","14.3",".",".",".",".","14.3",".",".",".","",".",".",".",".",".","."
"Professionals","","9","3.396","66.7","22.2",".",".",".",".","11.1",".",".",".","",".",".",".",".",".","."
"","Dept. Total","1911","3.448","45.7","22.6","20.0","3.6","5.1","1.2","0.3","0.9","0.1",".","",".","0.2","0.2","0.2","0.1","."
