"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"","908
004","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","908
005","","12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".",".",".","8.3","."
"Seminar-Art","Course Total","","33","3.953","90.9","3.0","3.0",".",".",".",".",".",".",".",".",".",".",".","3.0","."
"","912
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","912
010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Research-Drawing","Course Total","","3","***","","","","","","","","","","","","","","","",""
"","914
009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","914
034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","914
058","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","914
076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","914
097","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Sculpture","Course Total","","16","3.959","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","922
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","922
005","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","922
010","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","922
021","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","922
024","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","922
045","","6","3.714","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","922
080","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Painting","Course Total","","53","3.967","96.2",".","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","924
003","","8","4.000","75.0",".",".",".",".",".",".",".",".",".",".","25.0",".",".",".","."
"","924
076","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Ceramics","Course Total","","10","4.000","80.0",".",".",".",".",".",".",".",".",".",".","20.0",".",".",".","."
"Adv Research-Watercolor","942
058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","944
008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","944
031","","9","3.875","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Research-Art Metal","Course Total","","10","3.886","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","996
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
058","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
067","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","996
069","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
071","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Graphics","Course Total","","33","3.981","93.9","6.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
005","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","009
999","","11","3.885","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
010","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 77 of 385"
