"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","288","3.480","52.1","22.2","13.2","5.6","2.4","0.3","1.4","1.0","",".",".",".","",".","0.3","0.3","1.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","68","3.151","33.8","25.0","19.1","13.2","5.9",".","2.9",".","",".",".",".","",".",".",".",".","."
"Sophomore","","98","3.443","55.1","22.4","13.3","3.1","1.0",".","2.0","1.0","",".",".",".","",".","1.0","1.0",".","."
"Junior","","49","3.693","67.3","20.4","6.1","2.0",".","2.0",".","2.0","",".",".",".","",".",".",".",".","."
"Senior","","71","3.628","57.7","21.1","14.1","4.2","2.8",".",".",".","",".",".",".","",".",".",".",".","."
"Undergraduates","","286","3.480","52.8","22.4","13.6","5.6","2.4","0.3","1.4","0.7","",".",".",".","",".","0.3","0.3",".","."
"Special","","4","",".",".",".",".",".",".",".","25.0","",".",".",".","",".",".",".","75.0","."
"","College Total","290","3.480","52.1","22.1","13.4","5.5","2.4","0.3","1.4","1.0","",".",".",".","",".","0.3","0.3","1.0","."
