"","999
054","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
072","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
081","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading & Research","Course Total","10","4.000","40.0",".",".",".",".",".",".","50.0",".",".","",".",".","10.0",".",".","."
"SOC
900","Dept. Total","2212","3.253","31.3","22.3","18.1","9.2","6.3","1.8","1.1","6.8","0.0","0.0","",".","1.7","0.4","0.5","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","85","3.043","20.0","32.9","16.5","11.8","10.6","7.1",".",".",".",".","",".",".",".",".","1.2","."
"Sophomore","","426","3.188","29.8","23.5","26.1","9.9","7.3","1.9","1.4",".",".",".","",".",".",".",".","0.2","."
"Junior","","551","3.202","30.1","25.8","21.8","9.4","7.1","2.2","1.6","0.4","0.2",".","",".",".","0.2","1.1",".","0.2"
"Senior","","765","3.220","32.2","22.7","17.8","12.9","7.7","1.8","1.3","2.2",".","0.1","",".",".","0.4","0.5",".","0.3"
"Undergraduates","","1827","3.198","30.4","24.3","20.9","11.1","7.6","2.2","1.4","1.0","0.1","0.1","",".",".","0.2","0.5","0.1","0.2"
"Special","","11","3.613","63.6","9.1","9.1",".","9.1",".",".","9.1",".",".","",".",".",".",".",".","."
"Graduate","","373","3.780","34.6","13.1","5.1",".",".",".",".","34.9",".",".","",".","10.2","1.1","0.5","0.5","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","2212","3.253","31.3","22.3","18.1","9.2","6.3","1.8","1.1","6.8","0.0","0.0","",".","1.7","0.4","0.5","0.2","0.1"
