"EGR","","","","","","","","","","","","","","","","","","","","",""
"","CIVIL AND ENVIRONMENTAL EN Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engr Spatial Measurements","251","001","","43","3.395","27.9","32.6","32.6","4.7","2.3",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","299","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Aerial Photo Systems","301","001","","30","3.000","16.7","30.0","16.7","23.3","6.7","6.7",".",".",".",".",".",".",".",".",".","."
"Elec-op&Micro Remote Sensng","302","001","","14","2.821","7.1","21.4","28.6","28.6","7.1","7.1",".",".",".",".",".",".",".",".",".","."
"Remote Sensng Digtl Image","303","001","","18","3.278","33.3","22.2","16.7","22.2","5.6",".",".",".",".",".",".",".",".",".",".","."
"Remote Sensng Vis Image&GIS","304","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Fluid Mechanics","310","001","","46","2.826","10.9","15.2","28.3","28.3","13.0","4.3",".",".",".",".",".",".",".",".",".","."
"Hydroscience","311","001","","38","2.855","10.5","23.7","28.9","15.8","15.8","2.6","2.6",".",".",".",".",".",".",".",".","."
"Environmental Engineering","320","001","","58","3.034","10.3","27.6","39.7","10.3","8.6","3.4",".",".",".",".",".",".",".",".",".","."
"Environmentl Engr Processes","322","001","","13","3.615","46.2","30.8","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Soil Mechanics","330","001","","40","2.769","10.0","12.5","27.5","22.5","22.5","2.5",".",".",".",".",".",".","2.5",".",".","."
"Structural Analysis I","340","001","","46","3.022","23.9","17.4","41.3","4.3","2.2","6.5","4.3",".",".",".",".",".",".",".",".","."
"Wood Structures I","342","001","","23","2.935","8.7","21.7","43.5","8.7","13.0","4.3",".",".",".",".",".",".",".",".",".","."
"Concrete Structures I","347","001","","46","2.902","10.9","19.6","41.3",".","26.1","2.2",".",".",".",".",".",".",".",".",".","."
"Transportation Engineering","370","001","","45","3.411","31.1","28.9","33.3","4.4","2.2",".",".",".",".",".",".",".",".",".",".","."
"Matrl-Constructd Facilities","395","001","","79","3.348","27.8","35.4","21.5","8.9","6.3",".",".",".",".",".",".",".",".",".",".","."
"Geom Anal-Vert Aerial Photo","403","001","","6","3.250","33.3",".","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Open Channel Hydraulics","411","001","","6","3.333","16.7","50.0","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Hydrologic Design","414","001","","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Air Pollutn Measurmnt&Cntrl","423","001","","15","3.607","46.7","20.0","26.7",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"Water Treatmnt Plant Design","428","001","","15","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Steel Structures II","445","001","","23","3.261","34.8","4.3","47.8","4.3","8.7",".",".",".",".",".",".",".",".",".",".","."
"Project Estimatng&Schedulng","492","001","","36","3.597","41.7","38.9","16.7","2.8",".",".",".",".",".",".",".",".",".",".",".","."
"Civ&Envr Engr Decisn Making","494","001","","12","3.208","25.0","25.0","25.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"Constructn Project Managmnt","498","001","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Environmental Organic Chem","502","001","","10","3.600","50.0","20.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hazardous Waste Management","522","001","","12","3.500","33.3","25.0","33.3",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"Foundations","532","001","","15","3.462","40.0","26.7","13.3",".",".","6.7",".","13.3",".",".",".",".",".",".",".","."
"Waste Geotechnics","533","001","","11","3.750","45.5","45.5",".",".",".",".",".",".",".",".",".",".",".",".","9.1","."
"Remote Sensing Digitl Image","556","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Traffic Control","574","001","","19","3.263","15.8","36.8","36.8","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"Senior Capstone Design","578","001","","32","3.797","59.4","40.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Transportation Engr","579","001","","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pln/Dsgn/Cnstrctn Integratn","595","001","","25","3.720","60.0","28.0","8.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"Constructability Analysis","596","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spec Topics-Water Chemistry","609","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topic-Hydraulics&Fluid Mech","618","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Envir Engr Design Project","628","001","","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Toxicants in the Environmnt","631","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
