"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"OPERATIONS & TECHNOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","",""
"","350
001","250","2.966","16.0","15.6","38.0","12.8","14.8","2.4","0.4",".",".",".",".",".",".",".",".","."
"","350
002","221","3.048","15.4","19.0","39.8","14.0","10.4","1.4",".",".",".",".",".",".",".",".",".","."
"Mgmt-Serv&Manufctng Operatn","Course Total","471","3.004","15.7","17.2","38.9","13.4","12.7","1.9","0.2",".",".",".",".",".",".",".",".","."
"","399
076","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
106","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
121","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Rdg&Rsch-Operatns&Info Mgmt","Course Total","7","3.958","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Operations Research II","411
001","12","3.667","58.3","25.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Facilities Location Models","001
578","9","3.444","33.3","33.3","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Transp & Business Logistics","640
002","27","3.833","74.1","18.5","7.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sim Model&Analy-Ind Eng Sys","642
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Logistics Strategies","646
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Production Planning&Control","654
001","31","3.516","48.4","19.4","19.4","12.9",".",".",".",".",".",".",".",".",".",".",".","."
"Operations Research II","711
001","10","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","730
001","30","3.017","13.3","20.0","40.0","10.0","16.7",".",".",".",".",".",".",".",".",".",".","."
"","730
002","21","3.286","23.8","28.6","28.6","19.0",".",".",".",".",".",".",".",".",".",".",".","."
"Managerial Economics","Course Total","51","3.127","17.6","23.5","35.3","13.7","9.8",".",".",".",".",".",".",".",".",".",".","."
"Logistics Strategy","001
746","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","750
001","39","3.731","53.8","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","750
002","33","3.891","78.8","15.2","3.0",".",".",".",".",".",".",".",".",".","3.0",".",".","."
"Operations Management","Course Total","72","3.803","65.3","27.8","5.6",".",".",".",".",".",".",".",".",".","1.4",".",".","."
"Intl Operations: Probs&Adm","755
001","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Qual&Prodtvty Imprvmt","001
770","33","3.939","87.9","12.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799
058","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799
076","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
121","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Rdg&Rsch-Operatns&Info Mgmt","Course Total","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Plan-Qual/New Servc&Prodct","860
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Operations Management","875
001","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"PhD Thesis-Operatns&Inf Mgt","990
030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
093","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Read&Rsch-Oper&Info Mgt PhD","Course Total","2","***","","","","","","","","","","","","","","","",""
