"","999
048","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
052","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
067","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","26","4.000","80.8",".",".",".",".",".",".","11.5","",".",".","",".","7.7",".",".",".","."
"SOC WORK
896","Dept. Total","1396","3.704","67.2","16.9","8.3","2.1","1.7","0.3","0.6","1.7","",".",".","",".","0.5","0.4","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","2.867","57.1",".","28.6",".",".",".","14.3",".","",".",".","",".",".",".",".",".","."
"Sophomore","","74","3.145","27.0","31.1","18.9","12.2","5.4","2.7","2.7",".","",".",".","",".",".",".",".",".","."
"Junior","","202","3.534","56.9","16.8","12.4","6.9","5.4",".","0.5",".","",".",".","",".",".","0.5","0.5",".","."
"Senior","","433","3.666","61.9","20.1","11.3","1.4","2.1","0.5","0.9","1.2","",".",".","",".",".","0.5","0.2",".","."
"Undergraduates","","716","3.564","56.8","20.1","12.6","4.1","3.4","0.6","1.1","0.7","",".",".","",".",".","0.4","0.3",".","."
"Special","","21","3.788","38.1","9.5","4.8",".",".",".",".","42.9","",".",".","",".",".",".","4.8",".","."
"Graduate","","648","3.890","79.0","13.9","3.9","0.2",".",".","0.2","1.5","",".",".","",".","1.1","0.3",".",".","."
"Prof Yr 1","","5","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","6","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","11","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1396","3.704","67.2","16.9","8.3","2.1","1.7","0.3","0.6","1.7","",".",".","",".","0.5","0.4","0.2",".","."
