"L&S","","","","","","","","","","","","","","","","","","","","","",""
"ASTRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"ASTRON
188","Dept. Total","674","2.832","19.7","11.4","28.2","12.5","14.2","5.3","1.8","6.1","0.1","0.1","",".","",".","",".",".","0.1","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","188","2.599","11.2","8.5","35.1","18.6","17.6","6.4","2.7",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","248","2.854","20.2","13.7","31.9","10.5","15.3","6.5","1.2","0.4",".",".","",".","",".","",".",".","0.4","."
"Junior","","84","2.935","19.0","19.0","26.2","16.7","10.7","7.1",".","1.2",".",".","",".","",".","",".",".",".","."
"Senior","","94","3.032","36.2","7.4","17.0","8.5","16.0","2.1","4.3","4.3","1.1","1.1","",".","",".","",".",".",".","2.1"
"Undergraduates","","614","2.806","19.7","11.9","29.8","13.5","15.5","5.9","2.0","1.0","0.2","0.2","",".","",".","",".",".","0.2","0.3"
"Special","","5","3.000","20.0",".","20.0",".","20.0",".",".","40.0",".",".","",".","",".","",".",".",".","."
"Graduate","","54","3.547","18.5","7.4","11.1","1.9",".",".",".","61.1",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"","Dept. Total","674","2.832","19.7","11.4","28.2","12.5","14.2","5.3","1.8","6.1","0.1","0.1","",".","",".","",".",".","0.1","0.3"
