"ZOOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","",""
"511","002","","12","3.500","50.0","16.7","25.0",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Ecology of Fishes Lab","Course Total","","36","3.528","41.7","33.3","19.4",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"520
Ornithology","001","","78","2.942","23.1","19.2","19.2","7.7","25.6","2.6","1.3","1.3",".",".",".",".",".",".",".","."
"521","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"521","002","","14","3.286","42.9","7.1","28.6","7.1","14.3",".",".",".",".",".",".",".",".",".",".","."
"521","003","","11","2.364",".","9.1","27.3","27.3","18.2","18.2",".",".",".",".",".",".",".",".",".","."
"521","004","","16","2.781","37.5","6.3","18.8","12.5","6.3","6.3","12.5",".",".",".",".",".",".",".",".","."
"521","005","","7","3.000","42.9",".","42.9",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"Field Ornithology","Course Total","","53","2.953","34.0","9.4","24.5","11.3","9.4","5.7","5.7",".",".",".",".",".",".",".",".","."
"524
Neurobi II:Intr-Brain&Behav","001","","50","3.370","36.0","30.0","22.0","4.0","4.0","4.0",".",".",".",".",".",".",".",".",".","."
"525
Animal Structural Design","001","","27","3.722","59.3","25.9","14.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"530
Insect Behavior","001","","15","3.033","20.0","20.0","26.7","13.3","20.0",".",".",".",".",".",".",".",".",".",".","."
"532
Sociobiol/Social Ethology","001","","60","3.242","13.3","35.0","45.0",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"535
Ecosystem Analysis","001","","11","3.773","63.6","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"565
Principles-Landscape Ecology","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"572
Laboratory in Cell Biology","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"625
Development of Nervous Sys","001","","48","3.156","39.6","4.2","27.1","6.3","22.9",".",".",".",".",".",".",".",".",".",".","."
"640
Capstone-Field Biology II","001","","13","3.577","53.8","15.4","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"651
Conservation Biology","001","","7","3.609","42.9","42.9",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"675
Modern Biologicl Microscopy","001","","6","3.933","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"677
Internship in Ecology","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"680","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"680","002","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Seminar","Course Total","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"682","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","026","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"682","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","055","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"692","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 313 of 385",""
