"","999
059","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
061","4","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
064","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"CIV ENGR
240","Dept. Total","1328","3.358","34.6","18.7","18.8","5.4","4.4","1.2","0.2","10.7","0.2",".","",".","5.1","0.5","0.1","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","43","3.189","23.3","27.9","32.6","7.0","9.3",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","187","3.288","34.2","21.4","26.7","12.8","3.2","1.1","0.5",".",".",".","",".",".",".",".",".","."
"Senior","","561","3.277","34.0","23.2","24.8","7.1","8.2","1.8","0.2","0.4",".",".","",".",".","0.4",".",".","."
"Undergraduates","","791","3.276","33.5","23.0","25.7","8.5","7.1","1.5","0.3","0.3",".",".","",".",".","0.3",".",".","."
"Special","","26","2.746","38.5","11.5","11.5","7.7","3.8","15.4","3.8","7.7",".",".","",".",".",".",".",".","."
"Graduate","","511","3.687","36.0","12.3","8.4","0.6","0.2",".",".","27.0","0.6",".","",".","13.3","1.0","0.2","0.4","."
"","Dept. Total","1328","3.358","34.6","18.7","18.8","5.4","4.4","1.2","0.2","10.7","0.2",".","",".","5.1","0.5","0.1","0.2","."
