"JOURN AND MASS COMMUNICA Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","14","3.929","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","042","","6","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","048","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","093","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","6","3.773","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","096","","9","3.875","66.7","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","11.1","."
"Directed Study","Course Total","","168","3.553","41.1","26.8","22.6","6.0","2.4",".",".",".",".",".",".",".",".",".","1.2","."
"800
Adv Mass Media Practice","001","","14","3.500","64.3","14.3","14.3",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"805
Smr-Communicatn Rsch Method","002","","17","3.618","58.8","17.6","11.8","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"806
Concep&Design-Mass Com Rsch","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"880
Topics in Mass Communication","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"939
Smr-Crit&Cltr Stdy Mass Com","001","","14","3.429","57.1","14.3","21.4",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"949
Smr-Mass Comm & Individual","001","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980
Smr-Topics in Mass Communicatn","001","","6","3.600","33.3","33.3","16.7",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"990","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","033","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","048","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","Course Total","","25","",".",".",".",".",".",".",".","60.0","4.0",".",".","28.0","4.0",".","4.0","."
"999","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","093","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Research Prob","Course Total","","5","***","","","","","","","","","","","","","","","",""
