"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","2410","3.301","32.0","23.1","22.0","8.5","5.5","1.4","0.6","2.3","",".","3.7",".","0.5","0.1","0.2","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","65","2.985","26.2","21.5","24.6","9.2","7.7","6.2","4.6",".","",".",".",".",".",".",".",".","."
"Sophomore","","335","3.091","22.1","24.2","24.2","16.7","10.1","1.2","1.2",".","",".",".",".",".",".","0.3",".","."
"Junior","","645","3.272","32.2","22.0","25.4","9.0","5.6","2.3","0.6","0.3","",".","2.5",".",".",".",".",".","."
"Senior","","1217","3.366","33.0","25.3","21.4","6.8","4.7","0.8","0.3","1.5","",".","6.1",".",".",".","0.1",".","."
"Undergraduates","","2262","3.283","31.0","24.1","23.0","9.0","5.8","1.5","0.7","0.9","",".","4.0",".",".",".","0.1",".","."
"Special","","6","3.800","66.7",".","16.7",".",".",".",".",".","",".",".",".",".","16.7",".",".","."
"Graduate","","126","3.844","46.8","7.1","3.2","0.8",".",".",".","27.8","",".",".",".","10.3","1.6","1.6","0.8","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 2","","4","3.667","75.0",".","25.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","11","3.227","27.3","18.2","36.4","9.1","9.1",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","16","3.367","43.8","12.5","31.3","6.3","6.3",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","2410","3.301","32.0","23.1","22.0","8.5","5.5","1.4","0.6","2.3","",".","3.7",".","0.5","0.1","0.2","0.0","."
