"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","35","2.439","11.4","2.9","37.1",".","28.6","5.7","8.6","2.9",".",".",".",".",".","2.9",".","."
"","002
100","29","2.172","10.3","3.4","24.1","10.3","20.7","24.1","6.9",".",".",".",".",".",".",".",".","."
"","003
100","28","2.500","21.4","3.6","32.1","3.6","14.3","17.9","7.1",".",".",".",".",".",".",".",".","."
"","100
004","22","2.614","9.1","4.5","54.5",".","18.2","9.1","4.5",".",".",".",".",".",".",".",".","."
"","100
005","34","3.118","29.4","5.9","44.1","5.9","11.8","2.9",".",".",".",".",".",".",".",".",".","."
"","100
006","26","2.769","34.6","7.7","19.2",".","19.2","15.4","3.8",".",".",".",".",".",".",".",".","."
"","007
100","35","2.800","14.3","5.7","48.6","5.7","17.1","8.6",".",".",".",".",".",".",".",".",".","."
"","100
008","25","2.980","24.0","8.0","48.0","4.0","8.0","4.0","4.0",".",".",".",".",".",".",".",".","."
"","009
100","33","3.136","24.2","12.1","48.5","3.0","9.1","3.0",".",".",".",".",".",".",".",".",".","."
"","100
010","26","3.173","34.6","11.5","30.8","7.7","11.5","3.8",".",".",".",".",".",".",".",".",".","."
"","011
100","33","2.833","15.2","9.1","51.5",".","12.1","12.1",".",".",".",".",".",".",".",".",".","."
"","100
012","34","3.176","23.5","11.8","55.9",".","5.9","2.9",".",".",".",".",".",".",".",".",".","."
"","013
100","33","2.848","15.2","12.1","39.4","12.1","15.2","3.0","3.0",".",".",".",".",".",".",".",".","."
"","014
100","31","2.774","12.9","3.2","58.1","3.2","12.9","6.5","3.2",".",".",".",".",".",".",".",".","."
"","100
015","33","2.788","12.1","6.1","42.4","12.1","24.2","3.0",".",".",".",".",".",".",".",".",".","."
"","016
100","32","2.806","25.0","9.4","37.5","3.1","6.3","6.3","9.4","3.1",".",".",".",".",".",".",".","."
"Introductory Accounting","Course Total","489","2.815","19.6","7.4","42.3","4.5","14.7","7.8","3.1","0.4",".",".",".",".",".","0.2",".","."
"","001
211","44","3.307","40.9","13.6","31.8","6.8",".","6.8",".",".",".",".",".",".",".",".",".","."
"","002
211","44","3.182","34.1","4.5","40.9","9.1","9.1","2.3",".",".",".",".",".",".",".",".",".","."
"","003
211","43","3.128","16.3","37.2","32.6","2.3","7.0",".","4.7",".",".",".",".",".",".",".",".","."
"","004
211","45","3.167","13.3","26.7","44.4","11.1","4.4",".",".",".",".",".",".",".",".",".",".","."
"","005
211","43","3.140","20.9","14.0","48.8","4.7","11.6",".",".",".",".",".",".",".",".",".",".","."
"","211
006","40","3.125","20.0","20.0","37.5","15.0","5.0","2.5",".",".",".",".",".",".",".",".",".","."
"","007
211","43","3.036","18.6","14.0","39.5","11.6","11.6","2.3",".",".",".",".",".",".","2.3",".",".","."
"","008
211","42","3.274","33.3","16.7","35.7","4.8","7.1","2.4",".",".",".",".",".",".",".",".",".","."
"","009
211","38","3.237","26.3","23.7","31.6","7.9","10.5",".",".",".",".",".",".",".",".",".",".","."
"Prin of Managerial Acctg","Course Total","382","3.177","24.9","18.8","38.2","8.1","7.3","1.8","0.5",".",".",".",".",".","0.3",".",".","."
"","001
300","41","2.388","12.2","4.9","19.5","2.4","48.8","4.9","4.9","2.4",".",".",".",".",".",".",".","."
"","002
300","42","2.857","14.3","14.3","33.3","9.5","26.2","2.4",".",".",".",".",".",".",".",".",".","."
"","300
003","39","2.910","20.5","12.8","28.2","10.3","25.6","2.6",".",".",".",".",".",".",".",".",".","."
"","300
004","40","2.872","22.5","15.0","25.0","10.0","17.5","2.5","5.0","2.5",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","162","2.756","17.3","11.7","26.5","8.0","29.6","3.1","2.5","1.2",".",".",".",".",".",".",".","."
"","001
301","30","2.967","10.0","16.7","50.0","10.0","10.0","3.3",".",".",".",".",".",".",".",".",".","."
"","301
002","43","3.071","11.6","32.6","27.9","9.3","16.3",".",".",".",".",".",".",".",".","2.3",".","."
"","301
003","45","3.033","15.6","33.3","22.2","13.3","8.9","6.7",".",".",".",".",".",".",".",".",".","."
"","301
004","39","3.205","23.1","20.5","35.9","15.4","5.1",".",".",".",".",".",".",".",".",".",".","."
"","301
005","50","3.082","18.0","18.0","42.0","14.0","2.0","2.0","2.0","2.0",".",".",".",".",".",".",".","."
"Intermediate Accounting I","Course Total","207","3.076","15.9","24.6","34.8","12.6","8.2","2.4","0.5","0.5",".",".",".",".",".","0.5",".","."
"","302
001","30","3.083","20.0","20.0","40.0","10.0","3.3","6.7",".",".",".",".",".",".",".",".",".","."
"","302
002","40","3.088","17.5","10.0","52.5","12.5","7.5",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Accounting II","Course Total","70","3.086","18.6","14.3","47.1","11.4","5.7","2.9",".",".",".",".",".",".",".",".",".","."
"","310
001","36","3.306","30.6","27.8","22.2","11.1","8.3",".",".",".",".",".",".",".",".",".",".","."
"","310
002","37","3.432","32.4","35.1","21.6","8.1","2.7",".",".",".",".",".",".",".",".",".",".","."
"Managerial Cost Accounting","Course Total","73","3.370","31.5","31.5","21.9","9.6","5.5",".",".",".",".",".",".",".",".",".",".","."
"Engineerng Economc Analysis","313
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 51 of 385"
