"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Labor Relations Law","745
001","20","3.925","85.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Protective Labor Legislatn","747
001","17","3.882","76.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Trademarks","749
001","37","3.625","51.4","10.8","18.9","5.4",".",".",".","13.5",".",".",".",".",".",".",".","."
"Copyright Law","752
001","41","3.203","36.6","12.2","14.6","4.9",".","4.9","4.9","22.0",".",".",".",".",".",".",".","."
"","801
001","102","3.319","23.5","17.6","22.5","2.0","1.0","3.9",".","29.4",".",".",".",".",".",".",".","."
"","801
002","54","3.364","44.4","5.6","20.4","1.9","3.7","3.7","1.9","18.5",".",".",".",".",".",".",".","."
"Evidence","Course Total","156","3.336","30.8","13.5","21.8","1.9","1.9","3.8","0.6","25.6",".",".",".",".",".",".",".","."
"","802
001","80","3.463","40.0","22.5","31.3","2.5","3.8",".",".",".",".",".",".",".",".",".",".","."
"","802
002","89","3.429","33.7","19.1","28.1","1.1","3.4","1.1",".","13.5",".",".",".",".",".",".",".","."
"Civil Procedure II","Course Total","169","3.446","36.7","20.7","29.6","1.8","3.6","0.6",".","7.1",".",".",".",".",".",".",".","."
"","808
001","13","3.577","38.5","38.5","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","808
002","16","3.844","75.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","808
003","13","3.731","61.5","23.1","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Legal Writing","Course Total","42","3.706","59.5","26.2","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Administrative Advocacy","813
001","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
001","33","3.970","97.0",".","3.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","815
002","22","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
003","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","815
004","7","3.571","57.1","28.6",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"","815
005","17","3.588","47.1","29.4","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"Appellate Advocacy II","Course Total","102","3.867","65.7","6.9","3.9","1.0","1.0",".",".","21.6",".",".",".",".",".",".",".","."
"Tax-Partnershps & S Corps","816
001","25","3.795","64.0","12.0","12.0",".",".",".",".","12.0",".",".",".",".",".",".",".","."
"","001
817","42","3.091","26.2","4.8","7.1","4.8",".","7.1","2.4","47.6",".",".",".",".",".",".",".","."
"","817
002","53","3.577","32.1","22.6","17.0","1.9",".",".",".","26.4",".",".",".",".",".",".",".","."
"Business Organizations I","Course Total","95","3.402","29.5","14.7","12.6","3.2",".","3.2","1.1","35.8",".",".",".",".",".",".",".","."
"Creditors & Debtors Rights","001
821","19","3.400","26.3","21.1","26.3",".","5.3",".",".","21.1",".",".",".",".",".",".",".","."
"Family Law I","822
001","27","3.432","29.6","25.9","18.5",".","3.7","3.7",".","14.8",".",".",".",".",".",".","3.7","."
"Family Law II","823
001","15","3.767","73.3","6.7","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Federal Jurisdiction","824
001","35","3.671","60.0","14.3","25.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"International Transactions","828
001","18","3.333","22.2","22.2","55.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Remedies","839
001","43","3.563","44.2","11.6","11.6","2.3","2.3","2.3",".","25.6",".",".",".",".",".",".",".","."
"Taxation II","840
001","22","3.750","59.1","4.5","18.2",".",".",".",".","18.2",".",".",".",".",".",".",".","."
"Environ Law & Institutions","848
001","27","3.583","33.3","37.0","18.5",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Pre-Trial Advocacy","849
001","54","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","850
001","44","3.108","20.5","15.9","31.8","18.2","9.1",".",".","4.5",".",".",".",".",".",".",".","."
"","850
002","41","3.171","24.4",".","68.3",".","7.3",".",".",".",".",".",".",".",".",".",".","."
"Professnl Responsibilities","Course Total","85","3.139","22.4","8.2","49.4","9.4","8.2",".",".","2.4",".",".",".",".",".",".",".","."
"","852
001","10","3.650","40.0","50.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","852
002","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
003","10","3.550","30.0","50.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","852
004","9","3.667","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","852
005","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","852
006","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 318 of 385",""
