"","990
037","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
042","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
043","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","33","",".",".",".",".",".",".","",".","78.8","6.1",".",".","15.2",".",".",".","."
"LANGASIA
910","Dept. Total","260","3.595","41.5","24.2","11.9","3.1","2.3","0.4","",".","12.3","0.8",".",".","1.9","1.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"910
LANGASIA","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","17","3.500","35.3","35.3","23.5",".","5.9",".","",".",".",".",".",".",".",".",".",".","."
"Sophomore","","38","3.406","31.6","36.8","15.8","5.3","5.3","2.6","",".",".",".",".",".",".","2.6",".",".","."
"Junior","","34","3.453","32.4","32.4","17.6","8.8","2.9",".","",".","5.9",".",".",".",".",".",".",".","."
"Senior","","51","3.578","51.0","23.5","17.6","3.9","3.9",".","",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","140","3.492","39.3","30.7","17.9","5.0","4.3","0.7","",".","1.4",".",".",".",".","0.7",".",".","."
"Special","","3","3.778","33.3","33.3",".",".",".",".","",".","33.3",".",".",".",".",".",".",".","."
"Graduate","","117","3.791","44.4","16.2","5.1","0.9",".",".","",".","24.8","1.7",".",".","4.3","2.6",".",".","."
"","Dept. Total","260","3.595","41.5","24.2","11.9","3.1","2.3","0.4","",".","12.3","0.8",".",".","1.9","1.5",".",".","."
