"","991
054","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
059","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Nutrition","Course Total","24","",".",".",".",".",".",".",".","87.5",".",".",".","12.5",".",".",".","."
"Independent Study-Nutrition","993
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"NUTR SCI
694","Dept. Total","813","2.912","23.7","15.6","16.1","10.9","20.8","3.6","1.2","5.4",".","1.5",".","0.4","0.1",".","0.4","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","159","2.551","10.1","15.7","17.6","13.8","33.3","6.3","3.1",".",".",".",".",".",".",".",".","."
"Sophomore","","202","2.797","14.9","19.8","21.3","9.9","29.2","4.0","1.0",".",".",".",".",".",".",".",".","."
"Junior","","140","2.845","20.7","14.3","17.1","15.7","25.0","4.3",".",".",".","2.1",".",".","0.7",".",".","."
"Senior","","219","3.304","44.7","13.2","11.9","10.0","10.0","2.3","0.5","1.8",".","4.1",".",".",".",".","0.5","0.9"
"Undergraduates","","720","2.892","24.0","15.8","16.8","11.9","23.5","4.0","1.1","0.6",".","1.7",".",".","0.1",".","0.1","0.3"
"Special","","12","2.500","25.0",".","16.7","16.7",".",".","16.7","8.3",".",".",".",".",".",".","16.7","."
"Graduate","","74","3.648","18.9","16.2","8.1",".",".",".",".","52.7",".",".",".","4.1",".",".",".","."
"Prof Yr 1","","3","3.167","33.3",".","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","2","3.250",".","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","7","3.429","42.9","14.3","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","813","2.912","23.7","15.6","16.1","10.9","20.8","3.6","1.2","5.4",".","1.5",".","0.4","0.1",".","0.4","0.2"
