"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","215
002","29","3.086","6.9","31.0","41.4","13.8","6.9",".",".",".",".",".",".",".",".",".",".","."
"","003
215","29","3.534","37.9","51.7","6.9",".",".",".","3.4",".",".",".",".",".",".",".",".","."
"English Lit before 1800","Course Total","166","3.346","25.9","32.5","31.3","5.4","3.6",".","0.6","0.6",".",".",".",".",".",".",".","."
"","216
001","116","3.264","27.6","30.2","26.7","10.3","0.9",".","3.4","0.9",".",".",".",".",".",".",".","."
"","216
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"English Lit 1800-Present","Course Total","117","3.264","27.4","30.8","26.5","10.3","0.9",".","3.4","0.9",".",".",".",".",".",".",".","."
"American Lit 1620-Present","217
001","105","3.371","22.9","37.1","36.2","2.9",".",".","1.0",".",".",".",".",".",".",".",".","."
"Shakespearean Drama","220
001","177","2.544","8.5","8.5","37.3","11.9","17.5","5.6","7.3","2.8",".",".",".",".",".",".",".","0.6"
"Bascom Course","236
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Survey of Asian Americn Lit","270
001","28","3.375","21.4","39.3","32.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","300
001","16","3.800","56.3","37.5",".",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"","002
300","13","3.769","76.9","15.4",".",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","300
003","15","3.300","20.0","46.7","13.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","44","3.616","50.0","34.1","4.5","4.5","4.5",".",".","2.3",".",".",".",".",".",".",".","."
"","001
301","14","3.536","42.9","35.7","14.3",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","301
002","15","3.567","40.0","33.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
003","14","3.536","28.6","57.1","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","004
301","16","3.688","56.3","25.0","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
005","15","3.433","20.0","46.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Fiction Wrkshp","Course Total","74","3.554","37.8","39.2","20.3","1.4","1.4",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Poetry Workshp","302
001","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Fiction Workshop","303
001","14","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Poetry Workshop","305
001","12","3.750","75.0","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Composition-English Tchrs","309
001","16","3.875","81.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Expository&Critical Writing","315
001","14","3.679","64.3","14.3","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Writing Internship","318
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Beowulf","322
001","10","3.889","70.0","20.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Structure of English-Tchrs","324
001","26","3.635","50.0","26.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"ESL:Acad Presentatns & Disc","326
001","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Prof&Acad Writng Skills","327
001","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328
002","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328
003","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328
004","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328
005","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"ESL: Acad Skills Workshops","Course Total","60","",".",".",".",".",".",".",".",".",".","98.3","1.7",".",".",".",".","."
"The Structure of English","329
001","32","3.406","37.5","21.9","28.1","9.4","3.1",".",".",".",".",".",".",".",".",".",".","."
"Eng 2nd Lang: Lang Learning","333
001","19","3.472","42.1","21.1","15.8","15.8",".",".",".","5.3",".",".",".",".",".",".",".","."
"Eng 2nd Lang: Theory & Prac","334
001","17","3.676","52.9","29.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"ESL: Techniques & Materials","335
001","10","3.750","80.0","10.0",".",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"English in Society","336
001","23","3.642","73.9",".","17.4",".",".",".","4.3",".",".",".",".",".",".",".",".","4.3"
"Chaucer's Canterbury Tales","367
001","31","3.145","9.7","22.6","54.8","12.9",".",".",".",".",".",".",".",".",".",".",".","."
"Soph Honors: Rsch Meth-English","381
001","17","3.559","47.1","29.4","17.6",".","5.9",".",".",".",".",".",".",".",".",".",".","."
