"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"","232
004","","12","3.708","50.0","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Life Drawing I","Course Total","","42","3.417","33.3","33.3","23.8","2.4","7.1",".",".",".",".",".",".",".",".",".",".","."
"Watercolor I","242
001","","10","4.000","90.0",".",".",".",".",".",".",".",".",".",".",".",".","10.0",".","."
"","244
001","","14","2.615","21.4",".","42.9",".","14.3",".","14.3",".",".",".",".",".",".","7.1",".","."
"","244
002","","11","3.700","36.4","54.5",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"","244
003","","13","3.462","30.8","46.2","15.4",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"Art Metal I","Course Total","","38","3.222","28.9","31.6","21.1",".","7.9",".","5.3","2.6",".",".",".",".",".","2.6",".","."
"","246
001","","16","3.594","37.5","50.0","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","246
002","","14","3.643","28.6","71.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lettering","Course Total","","30","3.617","33.3","60.0","3.3","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"","302
001","","20","3.250","40.0","20.0","25.0",".","10.0",".","5.0",".",".",".",".",".",".",".",".","."
"","002
302","","21","3.595","42.9","33.3","23.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Color","Course Total","","41","3.427","41.5","26.8","24.4",".","4.9",".","2.4",".",".",".",".",".",".",".",".","."
"Relief Printmaking","306
001","","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","312
001","","10","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
312","","15","3.700","53.3","33.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Drawing I","Course Total","","25","3.700","56.0","28.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sculpture II","314
001","","16","3.600","37.5","43.8","6.3","6.3",".",".",".",".",".",".",".",".",".","6.3",".","."
"Lithography","316
001","","14","3.429","14.3","57.1","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
001","","9","3.556","33.3","55.6",".","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","322
002","","11","3.545","36.4","45.5","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Painting I","Course Total","","20","3.550","35.0","50.0","5.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Ceramics II","324
001","","10","3.889","70.0","20.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Etching","326
001","","11","3.636","45.5","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","328
001","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
328","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computer in the Visual Arts","Course Total","","22","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","332
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","332
002","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","332
003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","332
004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Life Drawing II","Course Total","","18","3.722","66.7","16.7","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Wood Working","334
001","","11","3.318","27.3","27.3","36.4",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Serigraphy","336
001","","18","3.556","50.0","22.2","16.7","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Watercolor II","342
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Art Metal II","344
001","","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","346
001","","13","3.846","84.6","7.7",".","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","346
002","","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Typogphy&Graphic Dsgn","Course Total","","27","3.870","81.5","14.8",".","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"Print Production Techniques","356
001","","15","3.964","86.7","6.7",".",".",".",".",".",".",".",".",".",".",".","6.7",".","."
"Stage Lighting I","366
001","","9","3.138",".","66.7","11.1",".","22.2",".",".",".",".",".",".",".",".",".",".","."
"","376
001","","15","3.900","86.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","376
002","","14","3.786","78.6","14.3",".",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 74 of 385"
