"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","","","","",""
"FOREST AND WILDLIFE ECOLO","Section","#","Ave","A","","AB","","B","","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","","","","","","","",""
"990","015","4","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","018","5","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","020","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","021","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","024","4","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","41","","",".","",".","",".",".","",".","",".","",".","87.8",".",".",".","12.2",".",".",".","."
