"L&S","","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","",""
"URB R PL
944","Dept. Total","241","3.512","41.9","29.9","12.9","2.9","4.1","0.4","",".","5.0","",".",".","",".","0.8","1.2","0.4",".","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","6","2.842","33.3",".",".","16.7","33.3",".","",".",".","",".",".","",".",".",".","16.7",".","."
"Junior","","20","2.978","10.0","30.0","40.0",".","15.0","5.0","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","40","3.107","12.5","27.5","35.0","12.5","7.5",".","",".","2.5","",".",".","",".",".",".",".",".","2.5"
"Undergraduates","","66","3.041","13.6","25.8","33.3","9.1","12.1","1.5","",".","1.5","",".",".","",".",".",".","1.5",".","1.5"
"Special","","8","3.563","25.0","62.5","12.5",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","166","3.732","53.6","30.1","4.8","0.6","1.2",".","",".","6.6","",".",".","",".","1.2","1.8",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","241","3.512","41.9","29.9","12.9","2.9","4.1","0.4","",".","5.0","",".",".","",".","0.8","1.2","0.4",".","0.4"
