"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"566
Pract-Spec Ed in the Arts","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"590
Adv Pract-Teaching Science","001","","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"596
Adv Prac-Tch Engl Secn Schl","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"603
Dsgn&Prod Elec Instr Matrls","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"604
Seminar on Literacy","001","","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"626
Action Research in Schools","001","","18","3.971","88.9","5.6",".",".",".",".",".",".",".",".",".",".",".",".","5.6","."
"660
Early Childhood Education","001","","29","3.524","51.7","27.6","13.8","3.4",".",".","3.4",".",".",".",".",".",".",".",".","."
"662
Elem School Curriculum","001","","28","3.944","85.7","10.7",".",".",".",".",".",".",".",".",".",".","3.6",".",".","."
"672
Issues in ESL Education","001","","20","3.816","65.0","25.0","5.0",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"675","001","","10","3.778","60.0","20.0","10.0",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"675","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"675","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"675","004","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","005","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"General Seminar","Course Total","","32","3.841","78.1","9.4","6.3",".",".",".",".",".",".",".",".",".","3.1",".","3.1","."
"690","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","032","","28","4.000","92.9",".",".",".",".",".",".",".",".",".",".",".","3.6",".","3.6","."
"690","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","052","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"690","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","084","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"690","095","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Field Work","Course Total","","41","3.969","82.9",".","2.4",".",".",".",".","2.4",".",".",".","4.9","4.9",".","2.4","."
"692
School Practicum in Com Dis","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","074","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","084","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","088","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","27","4.000","81.5",".",".",".",".",".",".","3.7",".",".",".","14.8",".",".",".","."
