"L&S","","","","","","","","","","","","","","","","","","","",""
"SPANISH (SPANISH AND PORTU Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
912
SPANISH","1846","3.574","59.4","16.2","13.6","3.2","4.6","1.1","0.1","1.1","",".",".","",".","0.4","0.2",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","340","3.584","57.4","19.1","14.4","3.2","4.4","0.9",".","0.3","",".",".","",".",".","0.3",".",".","."
"Sophomore","458","3.578","58.1","19.0","14.0","3.9","4.6","0.2","0.2",".","",".",".","",".",".",".",".",".","."
"Junior","464","3.560","60.3","16.2","14.7","1.9","5.0","1.5","0.2",".","",".",".","",".",".","0.2",".",".","."
"Senior","510","3.546","61.6","13.7","13.3","3.9","5.1","2.0",".",".","",".",".","",".","0.2","0.2",".",".","."
"Undergraduates","1772","3.566","59.5","16.8","14.1","3.3","4.8","1.2","0.1","0.1","",".",".","",".","0.1","0.2",".",".","."
"Special","10","3.813","70.0","10.0",".","10.0",".",".",".",".","",".",".","",".",".",".",".","10.0","."
"Graduate","59","3.955","52.5","1.7","1.7",".",".",".",".","32.2","",".",".","",".","10.2","1.7",".",".","."
"Prof Yr 3","5","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","5","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","1846","3.574","59.4","16.2","13.6","3.2","4.6","1.1","0.1","1.1","",".",".","",".","0.4","0.2",".","0.1","."
