"742
KINES","","","","","","","","","","","","","","","","","","","","",""
"","990
027","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
030","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research or Thesis","Course Total","32","",".",".",".",".",".",".",".","84.4","",".",".","",".","15.6",".",".",".","."
"Rsch in Physical Activity","991
001","18","3.861","83.3","5.6","11.1",".",".",".",".",".",".","",".",".","",".",".",".",".","."
"Independent Reading","999
003","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"742
KINES","Dept. Total","2229","3.744","66.6","14.6","7.7","1.8","1.6","0.3","0.3","1.3","",".","2.2","",".","0.2","0.3","0.1","2.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"742
KINES","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","158","3.591","65.8","17.7","7.0","1.3","4.4","1.9","1.9",".","",".",".","",".",".",".",".",".","."
"Sophomore","","278","3.717","65.1","19.8","10.8","1.8","1.1","0.4","0.4",".","",".",".","",".",".","0.7",".",".","."
"Junior","","618","3.765","72.0","16.3","6.8","2.9","1.3","0.3",".",".","",".",".","",".",".","0.3",".",".","."
"Senior","","824","3.747","72.2","14.6","8.9","1.7","2.2",".","0.1",".","",".",".","",".",".","0.2",".","0.1","."
"Undergraduates","","1878","3.737","70.6","16.2","8.3","2.1","1.9","0.3","0.3",".","",".",".","",".",".","0.3",".","0.1","."
"Special","","80","3.318","10.0",".","2.5","1.3",".",".","1.3","2.5","",".",".","",".",".",".","2.5","80.0","."
"Graduate","","271","3.837","56.1","8.1","5.2","0.4",".",".",".","10.0","",".","18.5","",".","1.8",".",".",".","."
"","Dept. Total","2229","3.744","66.6","14.6","7.7","1.8","1.6","0.3","0.3","1.3","",".","2.2","",".","0.2","0.3","0.1","2.9","."
