"","999
084","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
089","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
094","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Reading & Research","Course Total","6","3.964","83.3","16.7",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"900
SOC","Dept. Total","3268","3.555","54.2","19.5","11.9","5.0","2.8","1.0","0.7","2.5","",".","0.9","",".","0.3","0.4","0.2","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","882","3.478","48.0","23.9","16.1","6.6","3.5","1.2","0.5",".","",".",".","",".",".","0.1","0.1",".","."
"Sophomore","","844","3.593","57.1","21.6","12.0","5.1","2.3","0.9","0.7",".","",".",".","",".",".","0.2","0.1",".","."
"Junior","","623","3.570","57.1","19.3","12.5","5.6","3.4","1.1","0.5",".","",".",".","",".",".","0.3","0.2",".","."
"Senior","","452","3.489","53.8","20.1","11.7","5.1","4.4","1.3","1.8","0.2","",".",".","",".","0.7","0.4","0.4",".","."
"Undergraduates","","2801","3.536","53.7","21.6","13.4","5.7","3.2","1.1","0.7","0.0","",".",".","",".","0.1","0.2","0.2",".","."
"Special","","62","3.478","24.2","21.0","8.1",".","1.6",".","1.6","30.6","",".",".","",".",".","3.2","1.6","8.1","."
"Graduate","","405","3.869","62.0","5.2","2.5","1.0",".",".",".","15.1","",".","6.9","",".","1.5","1.2","0.2","4.4","."
"","Dept. Total","3268","3.555","54.2","19.5","11.9","5.0","2.8","1.0","0.7","2.5","",".","0.9","",".","0.3","0.4","0.2","0.7","."
