"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"FOOD SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","Dept. Total","288","3.372","46.2","10.4","14.9","4.5","7.3","1.4","",".","14.9","",".",".","",".","0.3","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","14","2.816","21.4","14.3","14.3","28.6","21.4",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","47","2.936","25.5","10.6","27.7","10.6","21.3","4.3","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","121","3.463","57.0","9.9","20.7","3.3","6.6","1.7","",".","0.8","",".",".","",".",".","",".",".",".","."
"Undergraduates","","182","3.285","46.2","10.4","22.0","7.1","11.5","2.2","",".","0.5","",".",".","",".",".","",".",".",".","."
"Special","","2","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","104","3.786","45.2","10.6","2.9",".",".",".","",".","40.4","",".",".","",".","1.0","",".",".",".","."
"","Dept. Total","288","3.372","46.2","10.4","14.9","4.5","7.3","1.4","",".","14.9","",".",".","",".","0.3","",".",".",".","."
