"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Game Design II","Course Total","","38","3.987","97.4","2.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stdt Teaching World Lang-PK-8","442
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Tch-His&Soc St Mid Sch","458
001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg Hist&Soc St in HS","459
001","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Seminar - Elementary Education","463
003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"EC/ESL Student Teaching","468
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teaching Engl-Mid Schl","472
001","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teach-Science in H.S.","490
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","494
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","494
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Student Teaching in HS Math","Course Total","","5","***","","","","","","","","","","","","","","","",""
"Stdt Teach Sci-MiddleSchl","495
001","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching-English in HS","496
001","","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teach-Middle Schl Math","497
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"CS Education","502
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","506
001","","40","3.850","87.5",".","10.0",".","2.5",".",".",".",".",".",".",".",".",".",".","."
"","506
002","","54","3.944","94.4",".","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Strategy-Inclusive Schoolng","Course Total","","94","3.904","91.5",".","7.4",".","1.1",".",".",".",".",".",".",".",".",".",".","."
"Inclusive Education-Secondary","507
001","","70","3.936","88.6","10.0","1.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","511
001","","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","511
002","","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","511
003","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","511
004","","27","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","511
005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"School-Based Practicum","Course Total","","69","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Tools for Game Design","534
001","","10","3.800","80.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching World Languages I","545
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching World Languages II","546
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Methds&Matls-Early Childhd Edu","550
001","","34","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","630
002","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
003","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Dev School & Community","Course Total","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of Early Child Ed","660
001","","43","3.977","97.7",".","2.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lrng Envr-Initial Ed Progm","663
001","","41","3.975","92.7","4.9",".",".",".",".",".",".",".",".",".",".","2.4",".",".","."
"","673
001","","26","3.981","96.2","3.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","673
002","","16","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","673
003","","24","3.452","29.2","20.8","37.5",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"Learning 2nd Lang & Literacies","Course Total","","66","3.794","69.7","12.1","13.6",".",".",".",".",".",".",".",".",".","4.5",".",".","."
"General Seminar","675
001","","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","","Page 87 of 469",""
