"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","222
001","252","2.879","28.2","8.3","28.6","6.3","19.8","4.8","4.0",".",".",".",".",".",".",".",".","."
"","222
002","261","2.937","37.5","6.5","21.1","6.1","18.0","6.1","4.6",".",".",".",".",".",".",".",".","."
"","222
003","274","2.815","31.0","5.1","27.0","6.9","17.2","5.8","6.6",".",".",".",".",".","0.4",".",".","."
"","222
004","253","2.980","37.2","6.7","23.3","4.3","19.4","6.3","2.8",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 2","Course Total","1040","2.901","33.5","6.6","25.0","6.0","18.6","5.8","4.5",".",".",".",".",".","0.1",".",".","."
"","228
011","15","3.500","73.3","6.7","6.7",".","6.7",".","6.7",".",".",".",".",".",".",".",".","."
"","228
051","13","3.846","92.3",".",".",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","228
091","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"WES Calculus Supplement","Course Total","38","3.750","86.8","2.6","2.6",".","5.3",".","2.6",".",".",".",".",".",".",".",".","."
"","234
001","339","3.354","49.9","9.1","24.5","4.1","8.6","2.1","1.5",".",".",".",".",".","0.3",".",".","."
"","234
002","250","3.046","29.6","10.4","34.4","5.2","15.2","3.2","2.0",".",".",".",".",".",".",".",".","."
"","234
003","269","2.922","26.4","10.8","30.5","4.8","19.0","6.3","1.9",".",".",".",".",".","0.4",".",".","."
"","234
004","350","3.109","31.7","9.4","35.7","4.9","14.6","2.6","1.1",".",".",".",".",".",".",".",".","."
"Calc--Functns of Variables","Course Total","1208","3.123","35.2","9.9","31.1","4.7","14.0","3.4","1.6",".",".",".",".",".","0.2",".",".","."
"","240
001","40","3.388","50.0","5.0","25.0","12.5","7.5",".",".",".",".",".",".",".",".",".",".","."
"","240
002","34","3.074","23.5","5.9","47.1","14.7","5.9","2.9",".",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","74","3.243","37.8","5.4","35.1","13.5","6.8","1.4",".",".",".",".",".",".",".",".",".","."
"","309
001","20","3.525","45.0","20.0","30.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","309
002","12","3.542","58.3","8.3","25.0",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat I","Course Total","32","3.531","50.0","15.6","28.1","3.1","3.1",".",".",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat II","310
001","9","3.500","44.4","11.1","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","319
001","117","3.167","40.2","15.4","15.4","11.1","10.3","7.7",".",".",".",".",".",".",".",".",".","."
"","320
001","119","3.366","45.4","16.0","20.2","6.7","10.9",".","0.8",".",".",".",".",".",".",".",".","."
"","320
002","128","3.184","35.2","20.3","20.3","10.2","7.8","4.7","1.6",".",".",".",".",".",".",".",".","."
"","320
003","95","3.295","47.4","17.9","16.8","3.2","7.4","4.2","3.2",".",".",".",".",".",".",".",".","."
"","320
004","88","2.920","31.8","8.0","26.1","10.2","13.6","5.7","4.5",".",".",".",".",".",".",".",".","."
"","320
005","30","3.086","26.7","16.7","20.0","20.0","10.0","3.3",".",".",".",".",".",".",".","3.3",".","."
"Linear Alg & Diff Equations","Course Total","460","3.197","39.1","16.1","20.7","8.5","9.8","3.5","2.2",".",".",".",".",".",".","0.2",".","."
"Appl Mathematical Analysis","321
001","60","2.136","5.0","6.7","18.3","16.7","23.3","23.3","5.0","1.7",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","322
001","19","3.447","63.2","5.3","15.8","10.5",".",".","5.3",".",".",".",".",".",".",".",".","."
"","340
001","123","3.174","43.9","8.9","18.7","8.9","9.8","7.3","0.8","0.8",".",".",".",".","0.8",".",".","."
"","340
002","121","2.822","31.4","5.0","24.8","9.1","15.7","10.7","3.3",".",".",".",".",".",".",".",".","."
"","340
003","103","3.089","35.0","13.6","22.3","3.9","17.5","3.9","1.9","1.0",".",".",".",".","1.0",".",".","."
"","340
004","117","3.077","33.3","12.0","25.6","8.5","15.4","3.4","1.7",".",".",".",".",".",".",".",".","."
"","340
005","135","3.102","34.1","17.0","19.3","8.9","13.3","3.0","3.0",".",".",".",".",".","1.5",".",".","."
"","340
006","94","3.170","34.0","12.8","31.9","6.4","10.6","3.2","1.1",".",".",".",".",".",".",".",".","."
"","340
007","94","2.882","24.5","12.8","28.7","6.4","17.0","6.4","3.2",".",".",".",".",".","1.1",".",".","."
"Elem Matrix & Linear Algebra","Course Total","787","3.046","34.1","11.7","24.0","7.6","14.1","5.5","2.2","0.3",".",".",".",".","0.6",".",".","."
"","341
002","20","3.050","25.0","15.0","35.0","15.0","5.0",".","5.0",".",".",".",".",".",".",".",".","."
"","341
003","19","2.947","31.6","15.8","10.5","15.8","21.1",".","5.3",".",".",".",".",".",".",".",".","."
"","341
004","22","3.318","59.1","4.5","9.1","13.6","9.1",".","4.5",".",".",".",".",".",".",".",".","."
"Linear Algebra","Course Total","61","3.115","39.3","11.5","18.0","14.8","11.5",".","4.9",".",".",".",".",".",".",".",".","."
