"","990
142","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
147","2","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
148","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research","Course Total","61","",".",".",".",".",".","",".","",".","91.8","",".",".","",".","6.6","",".",".","1.6","."
"700
ONCOLOGY","Dept. Total","221","3.625","38.9","14.5","8.1","3.6","1.8","",".","",".","25.3","",".",".","",".","1.8","",".",".","5.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Junior","","19","3.738","68.4","15.8","10.5","5.3",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","63","3.617","55.6","25.4","7.9","7.9","1.6","",".","",".",".","",".",".","",".",".","",".",".","1.6","."
"Undergraduates","","84","3.648","58.3","23.8","8.3","7.1","1.2","",".","",".",".","",".",".","",".",".","",".",".","1.2","."
"Graduate","","136","3.604","27.2","8.8","8.1","1.5","2.2","",".","",".","40.4","",".",".","",".","2.9","",".",".","8.8","."
"Prof Yr 3","","1","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Dept. Total","221","3.625","38.9","14.5","8.1","3.6","1.8","",".","",".","25.3","",".",".","",".","1.8","",".",".","5.9","."
