"","991
005","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","991
013","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","991
016","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Indiv Research-Slavic Lit","Course Total","8","",".",".",".",".",".",".",".","37.5","",".",".","",".","62.5",".",".",".","."
"888
SLAVIC","Dept. Total","242","3.566","64.5","12.8","5.8","2.5","3.3","1.7","2.1","3.3","",".",".","",".","2.1","1.7",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","29","3.028","44.8","13.8","13.8","3.4","10.3","6.9","6.9",".","",".",".","",".",".",".",".",".","."
"Sophomore","","63","3.638","65.1","22.2","4.8","1.6","3.2","3.2",".",".","",".",".","",".",".",".",".",".","."
"Junior","","51","3.577","68.6","13.7","3.9","5.9","5.9",".","2.0",".","",".",".","",".",".",".",".",".","."
"Senior","","52","3.633","73.1","9.6","9.6","1.9",".",".","3.8",".","",".",".","",".",".","1.9",".",".","."
"Undergraduates","","195","3.519","65.1","15.4","7.2","3.1","4.1","2.1","2.6",".","",".",".","",".",".","0.5",".",".","."
"Special","","3","***","","","","","","","","","","",".","",".",".",".",".","33.3","."
"Graduate","","44","3.980","65.9","2.3",".",".",".",".",".","13.6","",".",".","",".","11.4","6.8",".",".","."
"","Dept. Total","242","3.566","64.5","12.8","5.8","2.5","3.3","1.7","2.1","3.3","",".",".","",".","2.1","1.7",".","0.4","."
