"TERM : 1242","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2023-2024","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","Dept. Total","720","3.713","61.7","26.1","9.6","1.3","0.6","0.6","0.1","",".","",".",".","",".","",".","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","128","3.918","91.4","3.9","1.6","0.8",".","0.8",".","",".","",".",".","",".","",".",".","1.6",".","."
"Sophomore","","221","3.974","95.9","2.3",".",".",".",".",".","",".","",".",".","",".","",".",".","1.8",".","."
"Junior","","155","3.543","69.0","18.1","10.3","0.6","0.6",".",".","",".","",".",".","",".","",".",".","1.3",".","."
"Senior","","420","3.601","48.3","35.7","12.1","1.7","0.7","0.7","0.2","",".","",".",".","",".","",".","0.2","0.2",".","."
"Undergraduates","","924","3.697","69.2","20.3","7.5","1.0","0.4","0.4","0.1","",".","",".",".","",".","",".","0.1","1.0",".","."
"Special","","3","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","40","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","967","3.713","70.5","19.4","7.1","0.9","0.4","0.4","0.1","",".","",".",".","",".","",".","0.1","0.9",".","."
