"L&S","","","","","","","","","","","","","","","","","","","","","",""
"ASIAN LANG & CULTURE: LANG Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"186
ASIALANG","","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
186
ASIALANG","857","3.702","68.4","16.2","7.7","2.9","2.9","0.4","0.5","1.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"186
ASIALANG","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","128","3.714","64.8","21.9","9.4","2.3","0.8",".","0.8",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","212","3.661","67.9","15.6","7.1","4.2","3.8","0.5","0.9",".","",".",".","",".","",".","",".",".",".","."
"Junior","208","3.676","63.9","18.3","8.7","3.4","3.4","0.5",".","1.9","",".",".","",".","",".","",".",".",".","."
"Senior","241","3.736","71.0","15.8","7.9","1.2","3.3","0.4",".","0.4","",".",".","",".","",".","",".",".",".","."
"Undergraduates","789","3.696","67.3","17.4","8.1","2.8","3.0","0.4","0.4","0.6","",".",".","",".","",".","",".",".",".","."
"Special","21","3.500","57.1","9.5",".","4.8","4.8",".","4.8","19.0","",".",".","",".","",".","",".",".",".","."
"Graduate","44","3.877","90.9",".","4.5","4.5",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","3","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","3","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Dept. Total","857","3.702","68.4","16.2","7.7","2.9","2.9","0.4","0.5","1.1","",".",".","",".","",".","",".",".",".","."
