"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","3410","3.698","65.7","14.5","10.4","3.3","1.4","0.2","0.3","2.1","",".","1.9","",".","0.1","0.0",".","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","24","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","21","3.927","95.2",".",".","4.8",".",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","40","3.965","97.5",".",".","2.5",".",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","88","3.754","79.5","5.7","9.1","1.1","2.3","1.1",".",".","",".",".","",".","1.1",".",".",".","."
"Undergraduates","","173","3.846","88.4","2.9","4.6","1.7","1.2","0.6",".",".","",".",".","",".","0.6",".",".",".","."
"Special","","90","3.390","66.7","10.0","4.4","3.3","2.2",".","8.9","4.4","",".",".","",".",".",".",".",".","."
"Graduate","","515","3.914","63.7","7.4","2.3","0.4","0.2",".",".","12.4","",".","12.8","",".","0.8",".",".",".","."
"Prof Yr 1","","680","3.429","52.6","17.4","19.1","6.3","3.8","0.4","0.3",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","757","3.663","69.0","17.3","7.9","3.4","1.5","0.4",".","0.3","",".",".","",".",".","0.1",".","0.1","."
"Prof Yr 3","","1009","3.675","64.0","17.8","13.8","3.7","0.7",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","186","3.962","93.0","6.5","0.5",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","2632","3.666","64.6","16.8","12.5","4.0","1.7","0.2","0.1","0.1","",".",".","",".",".","0.0",".","0.0","."
"","College Total","3410","3.698","65.7","14.5","10.4","3.3","1.4","0.2","0.3","2.1","",".","1.9","",".","0.1","0.0",".","0.0","."
