"INTEGRATED ARTS","Section","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"495
INTEGART","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Studio Seminar","110
001","","48","3.792","77.1","12.5","4.2","4.2","2.1","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"495
INTEGART","Dept. Total","","48","3.792","77.1","12.5","4.2","4.2","2.1","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"495
INTEGART","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","32","3.797","75.0","15.6","6.3",".","3.1","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","14","3.750","78.6","7.1",".","14.3",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","","48","3.792","77.1","12.5","4.2","4.2","2.1","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","48","3.792","77.1","12.5","4.2","4.2","2.1","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
