"","990
011","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
015","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
016","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis Research","Course Total","12","",".",".",".",".",".",".",".","58.3","",".",".","",".","41.7",".",".",".","."
"185
ASIAN","Dept. Total","706","3.689","66.4","14.4","7.1","3.5","2.1","0.3","1.1","3.0","",".","0.1","",".","0.7","0.4",".","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"185
ASIAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","111","3.598","60.4","20.7","8.1","3.6","4.5","0.9","0.9",".","",".",".","",".",".","0.9",".",".","."
"Sophomore","","132","3.759","75.8","9.1","9.8","2.3","3.0",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","137","3.702","70.8","13.9","7.3","4.4","1.5",".","1.5","0.7","",".",".","",".",".",".",".",".","."
"Senior","","247","3.650","65.6","18.2","7.3","4.9","1.6","0.4","1.6",".","",".",".","",".",".","0.4",".",".","."
"Undergraduates","","627","3.675","67.9","15.8","8.0","4.0","2.4","0.3","1.1","0.2","",".",".","",".",".","0.3",".",".","."
"Special","","19","4.000","5.3",".",".",".",".",".",".","68.4","",".",".","",".",".",".",".","26.3","."
"Graduate","","60","3.879","70.0","5.0",".",".",".",".","1.7","11.7","",".","1.7","",".","8.3","1.7",".",".","."
"","Dept. Total","706","3.689","66.4","14.4","7.1","3.5","2.1","0.3","1.1","3.0","",".","0.1","",".","0.7","0.4",".","0.7","."
