"","990
023","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
039","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
040","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Dissertator Research","Course Total","9","",".",".",".",".",".",".","",".",".","",".","88.9","",".","",".",".",".","11.1","."
"210
B M I","Dept. Total","229","3.775","68.6","14.4","8.7","0.4","0.4","0.4","",".","2.2","",".","3.5","",".","",".","0.4",".","0.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","7","3.429","42.9","28.6","14.3",".","14.3",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","7","3.429","42.9","28.6","14.3",".","14.3",".","",".",".","",".",".","",".","",".",".",".",".","."
"Special","","11","3.768","81.8",".","9.1","9.1",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","199","3.780","66.8","15.6","9.0",".",".","0.5","",".","2.5","",".","4.0","",".","",".","0.5",".","1.0","."
"Prof Yr 2","","3","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 3","","7","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","12","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","229","3.775","68.6","14.4","8.7","0.4","0.4","0.4","",".","2.2","",".","3.5","",".","",".","0.4",".","0.9","."
