"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","6696","3.712","69.0","16.7","7.6","2.4","1.9","0.9","0.5","0.6","",".",".","",".","0.1","0.2","0.1","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","419","3.619","67.3","15.3","10.5","2.4","1.9","1.0","1.2",".","",".",".","",".",".","0.5",".",".","."
"Sophomore","","1030","3.729","72.4","15.1","7.3","1.5","2.3","0.3","0.8","0.1","",".",".","",".",".","0.2",".",".","."
"Junior","","2475","3.750","71.9","16.5","6.7","2.1","1.4","0.9","0.4",".","",".",".","",".",".",".",".",".","."
"Senior","","2455","3.669","64.8","19.2","8.8","3.3","2.4","1.1","0.2","0.0","",".",".","",".",".","0.2",".",".","."
"Undergraduates","","6379","3.706","69.0","17.2","7.9","2.5","2.0","0.9","0.5","0.0","",".",".","",".",".","0.1",".",".","."
"Special","","41","3.405","34.1","9.8","4.9",".","2.4",".","2.4","17.1","",".",".","",".",".",".","9.8","19.5","."
"Graduate","","273","3.894","75.5","5.5","2.6","0.4",".",".","0.4","12.1","",".",".","",".","2.6","1.1",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","College Total","6696","3.712","69.0","16.7","7.6","2.4","1.9","0.9","0.5","0.6","",".",".","",".","0.1","0.2","0.1","0.1","."
