"","999
041","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
043","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
045","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading & Rsch","Course Total","20","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"544
L I S","Dept. Total","2434","3.848","83.6","8.1","3.9","1.2","0.9","0.3","0.7","0.0","",".","0.7","",".","0.0","0.5","0.0","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","113","3.776","89.4","0.9","3.5",".","2.7","1.8","1.8",".","",".",".","",".",".",".",".",".","."
"Sophomore","","336","3.884","90.2","3.9","3.3","0.6","0.3","0.6","0.9",".","",".",".","",".",".","0.3",".",".","."
"Junior","","422","3.815","82.5","7.8","4.5","1.7","1.7","0.7","0.7",".","",".",".","",".",".","0.5",".",".","."
"Senior","","582","3.836","82.5","10.0","4.3","1.5","0.7","0.2","0.9",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","1453","3.837","84.8","7.2","4.1","1.2","1.0","0.6","0.9",".","",".",".","",".",".","0.2",".",".","."
"Special","","20","3.618","75.0","10.0",".",".","5.0",".","5.0",".","",".",".","",".",".",".",".","5.0","."
"Graduate","","961","3.872","82.0","9.5","3.6","1.0","0.6",".","0.3","0.1","",".","1.8","",".","0.1","0.8","0.1",".","."
"","Dept. Total","2434","3.848","83.6","8.1","3.9","1.2","0.9","0.3","0.7","0.0","",".","0.7","",".","0.0","0.5","0.0","0.0","."
