"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","320
002","183","3.536","56.3","20.8","13.7","4.4","1.1","1.6","2.2",".",".",".",".",".",".",".",".","."
"Data Sci Programming II","Course Total","369","3.491","55.3","17.1","16.3","4.6","3.0","1.9","1.9",".",".",".",".",".",".",".",".","."
"","352
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","352
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","9","3.167","33.3","11.1","22.2","22.2","11.1",".",".",".",".",".",".",".",".",".",".","."
"","354
001","186","3.016","12.9","25.3","31.2","22.0","5.4","2.2","1.1",".",".",".",".",".",".",".",".","."
"","354
002","206","3.147","17.5","25.7","32.0","16.5","4.4","1.0","0.5",".",".",".",".",".","2.4",".",".","."
"","354
003","102","3.360","43.1","27.5","10.8","5.9","4.9","3.9","2.0",".",".",".",".",".","1.0","1.0",".","."
"Machine Organizatn&Progrmng","Course Total","494","3.141","21.1","25.9","27.3","16.4","4.9","2.0","1.0",".",".",".",".",".","1.2","0.2",".","."
"","368
001","32","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","368
002","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","368
003","56","",".",".",".",".",".",".",".",".",".","94.6","5.4",".",".",".",".","."
"Learn a Programming Language","Course Total","106","",".",".",".",".",".",".",".",".",".","95.3","4.7",".",".",".",".","."
"","400
001","223","3.179","27.8","18.8","32.7","10.3","5.8","2.2","1.3",".",".",".",".",".","0.9",".",".","."
"","400
002","217","3.265","32.7","17.5","34.1","9.7","2.8","2.3","0.9",".",".",".",".",".",".",".",".","."
"","400
003","265","3.157","24.5","14.7","39.2","12.8","2.6","2.6","0.8",".",".",".",".",".","2.6",".",".","."
"","400
010","31","3.717","61.3","16.1","19.4",".",".",".",".",".","3.2",".",".",".",".",".",".","."
"Programming III","Course Total","736","3.219","29.5","16.8","34.9","10.6","3.5","2.3","1.0",".","0.1",".",".",".","1.2",".",".","."
"Introducing Comp Sci to K-12","402
001","31","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","407
001","135","3.754","73.3","14.1","7.4","2.2",".","2.2",".","0.7",".",".",".",".",".",".",".","."
"","407
002","137","3.858","80.3","13.9","4.4",".","1.5",".",".",".",".",".",".",".",".",".",".","."
"Found of Mobl Systms&Applctns","Course Total","272","3.806","76.8","14.0","5.9","1.1","0.7","1.1",".","0.4",".",".",".",".",".",".",".","."
"Intro to Numerical Methods","412
001","37","2.865","27.0","21.6","16.2","10.8","8.1","10.8","5.4",".",".",".",".",".",".",".",".","."
"Intro-Combinatrl Optimizatn","425
001","31","2.984","32.3","16.1","16.1","6.5","19.4","9.7",".",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","435
001","83","3.277","33.7","22.9","22.9","15.7","2.4",".","2.4",".",".",".",".",".",".",".",".","."
"","475
001","10","3.300","30.0","40.0","20.0",".",".","10.0",".",".",".",".",".",".",".",".",".","."
"","475
002","14","3.321","28.6","21.4","42.9",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","475
003","7","3.357","28.6","14.3","57.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","Course Total","31","3.323","29.0","25.8","38.7",".","3.2","3.2",".",".",".",".",".",".",".",".",".","."
"","502
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","502
002","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","502
003","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"CS Education","Course Total","38","3.987","97.4","2.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","506
001","78","3.673","53.8","29.5","14.1","2.6",".",".",".",".",".",".",".",".",".",".",".","."
"","506
002","33","3.818","78.8","6.1","15.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Software Engineering","Course Total","111","3.716","61.3","22.5","14.4","1.8",".",".",".",".",".",".",".",".",".",".",".","."
"Numerical Analysis","514
001","9","3.167","44.4","11.1","11.1","22.2",".","11.1",".",".",".",".",".",".",".",".",".","."
"Intro to Theory of Computing","520
001","41","3.192","29.3","31.7","9.8","14.6","4.9",".","4.9","4.9",".",".",".",".",".",".",".","."
"Introduction to Optimization","524
001","67","3.045","32.8","29.9","7.5","6.0","11.9","7.5","4.5",".",".",".",".",".",".",".",".","."
"Linear Optimization","525
001","30","2.914","26.7","26.7","13.3","3.3","13.3","6.7","6.7","3.3",".",".",".",".",".",".",".","."
"","532
001","96","3.516","45.8","26.0","14.6","9.4","3.1",".",".",".",".",".",".",".","1.0",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","Page 221 of 469",""
