"","990
137","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
139","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
140","2","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","42","",".",".",".",".",".",".","",".","85.7","",".",".","",".","14.3",".",".",".","."
"207
B M E","Dept. Total","1173","3.811","61.7","15.7","3.7","1.0","0.4","0.2","",".","6.9","",".","8.4","",".","1.6","0.1",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","59","3.880","76.3","23.7",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","162","3.849","74.1","21.0","2.5","0.6",".",".","",".",".","",".","1.9","",".",".",".",".",".","."
"Senior","","635","3.781","68.2","18.6","5.8","1.4","0.6","0.3","",".",".","",".","4.9","",".",".",".",".","0.2","."
"Undergraduates","","856","3.798","69.9","19.4","4.8","1.2","0.5","0.2","",".",".","",".","4.0","",".",".",".",".","0.1","."
"Special","","3","***","","","","","","","","","","","","33.3","",".",".",".",".",".","."
"Graduate","","309","3.885","40.5","5.8","0.6","0.6","0.3",".","",".","24.3","",".","20.7","",".","6.1","0.3",".","0.3","."
"Prof Yr 3","","5","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","5","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1173","3.811","61.7","15.7","3.7","1.0","0.4","0.2","",".","6.9","",".","8.4","",".","1.6","0.1",".","0.2","."
