"BUS","","","","","","","","","","","","","","","","","","","","","","",""
"OPERATIONS & TECHNOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","","",""
"238
OTM","Dept. Total","1013","3.370","45.2","23.4","15.5","8.3","5.4","1.4","0.5","0.2","",".",".","",".","",".","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","95","2.700","9.5","17.9","24.2","18.9","20.0","9.5",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","261","3.276","30.7","28.4","20.3","11.5","7.7","0.8","0.8",".","",".",".","",".","",".","",".",".",".","."
"Senior","","232","3.384","40.9","25.9","13.4","12.9","5.6","0.4","0.9",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","588","3.225","31.3","25.7","18.2","13.3","8.8","2.0","0.7",".","",".",".","",".","",".","",".",".",".","."
"Special","","17","3.063","23.5","35.3","17.6",".","5.9","5.9","5.9",".","",".",".","",".","",".","",".",".","5.9","."
"Graduate","","388","3.679","65.2","20.1","11.9","1.5","0.5","0.3",".","0.5","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","7","3.857","71.4","28.6",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","9","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","4","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","20","3.900","85.0","10.0","5.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1013","3.370","45.2","23.4","15.5","8.3","5.4","1.4","0.5","0.2","",".",".","",".","",".","",".",".","0.1","."
