"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"Ethnic and Multicultural Lit","Course Total","40","3.600","57.5","27.5","7.5","2.5","2.5",".","2.5",".",".",".",".",".",".",".",".","."
"","174
001","198","3.548","50.5","25.3","14.1","6.6","1.0",".","1.5",".","0.5",".",".",".",".",".","0.5","."
"","174
002","29","3.828","79.3","10.3","6.9","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"","174
004","25","2.700","16.0","28.0","16.0","8.0","16.0","8.0","8.0",".",".",".",".",".",".",".",".","."
"Literature and Social Justice","Course Total","252","3.496","50.4","23.8","13.5","6.3","2.4","0.8","2.0",".","0.4",".",".",".",".",".","0.4","."
"","175
001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","175
002","16","3.531","56.3","12.5","18.8","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"Lit & the Other Disciplines","Course Total","33","3.773","78.8","6.1","9.1","3.0","3.0",".",".",".",".",".",".",".",".",".",".","."
"Topics in Literature and Film","176
001","200","3.758","65.0","25.5","6.5","0.5","1.0",".","0.5",".",".",".",".",".","0.5",".","0.5","."
"","177
001","175","3.663","76.0","8.0","6.3","2.3","4.0","1.7","1.7",".",".",".",".",".",".",".",".","."
"","177
002","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","177
003","28","3.571","39.3","57.1",".",".",".",".","3.6",".",".",".",".",".",".",".",".","."
"","177
004","22","3.864","77.3","18.2","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literature and Popular Culture","Course Total","252","3.706","74.6","13.5","4.8","1.6","2.8","1.2","1.6",".",".",".",".",".",".",".",".","."
"","178
001","20","3.450","45.0","35.0","5.0","5.0","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"","178
002","35","3.844","68.6","17.1","5.7",".",".",".",".",".",".",".",".",".","8.6",".",".","."
"Digital Media, Lit, Culture","Course Total","55","3.692","60.0","23.6","5.5","1.8","1.8","1.8",".",".",".",".",".",".","5.5",".",".","."
"First-Year Honors Seminar","181
001","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","182
001","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","182
002","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Literature for Honors","Course Total","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","18","3.917","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
002","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
003","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
004","18","3.667","72.2","22.2",".",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","201
005","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
006","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
007","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
008","19","3.947","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
009","19","3.632","68.4","21.1","5.3",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","167","3.889","88.0","9.0","1.8",".",".",".","1.2",".",".",".",".",".",".",".",".","."
"Writing, Rhetoric, & Literacy","204
001","26","3.615","65.4","23.1",".",".","7.7","3.8",".",".",".",".",".",".",".",".",".","."
"","207
001","15","3.867","80.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
002","13","3.615","84.6",".",".",".","7.7","7.7",".",".",".",".",".",".",".",".",".","."
"","207
003","13","3.808","84.6","7.7",".",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","207
004","15","3.600","66.7","26.7",".",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","207
005","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
006","16","3.563","87.5",".",".",".",".","6.3","6.3",".",".",".",".",".",".",".",".","."
"","207
007","14","3.821","71.4","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
008","16","3.656","75.0","12.5",".","6.3",".","6.3",".",".",".",".",".",".",".",".",".","."
"","207
009","16","3.844","87.5",".","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Creative Writing","Course Total","133","3.752","82.0","9.0","2.3","1.5","1.5","2.3","1.5",".",".",".",".",".",".",".",".","."
