"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","3137","3.572","46.4","8.8","8.8","2.4","1.7","0.4","0.1","30.7","",".",".","",".","0.2","0.4",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","11","3.758","81.8","9.1",".",".","9.1",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","17","3.826","82.4","5.9","11.8",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","25","3.458","68.0","12.0","8.0","4.0","4.0",".","4.0",".","",".",".","",".",".",".",".",".","."
"Senior","","53","3.564","71.7","1.9","11.3","7.5","3.8",".","1.9","1.9","",".",".","",".",".",".",".",".","."
"Undergraduates","","106","3.604","73.6","5.7","9.4","4.7","3.8",".","1.9","0.9","",".",".","",".",".",".",".",".","."
"Special","","28","2.700","10.7","3.6","10.7","3.6","7.1",".","3.6","60.7","",".",".","",".",".",".",".",".","."
"Graduate","","107","3.912","40.2",".","0.9","0.9",".",".",".","51.4","",".",".","",".","6.5",".",".",".","."
"Prof Yr 1","","542","3.427","52.8","13.3","15.1","4.1","4.8","1.5",".","8.3","",".",".","",".",".","0.2",".",".","."
"Prof Yr 2","","827","3.711","55.4","18.1","9.1","2.7","0.4","0.2",".","13.9","",".",".","",".",".","0.2",".",".","."
"Prof Yr 3","","772","3.385","25.1","6.2","13.7","3.0","2.3","0.3",".","49.4","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","849","4.000","46.5",".",".",".",".",".",".","52.2","",".",".","",".",".","1.3",".",".","."
"Professionals","","2990","3.570","44.6","9.0","8.8","2.2","1.6","0.4",".","32.9","",".",".","",".",".","0.5",".",".","."
"","College Total","3231","3.572","45.1","8.6","8.6","2.3","1.6","0.4","0.1","32.7","",".",".","",".","0.2","0.4",".",".","."
