"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"The English Language","214
001","88","3.415","34.1","35.2","15.9","11.4","2.3","1.1",".",".",".",".",".",".",".",".",".","."
"V Nabokov: Russ&Amer Writng","223
001","39","3.551","66.7","17.9","2.6",".","7.7","2.6","2.6",".",".",".",".",".",".",".",".","."
"Introduction to Poetry","224
001","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Bascom Course","236
001","18","3.861","77.8","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literature and Culture I","241
001","107","3.148","33.6","26.2","18.7","2.8","7.5","4.7","4.7","1.9",".",".",".",".",".",".",".","."
"Literature and Culture II","242
001","110","3.732","70.0","16.4","8.2","2.7","1.8","0.9",".",".",".",".",".",".",".",".",".","."
"","245
001","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","245
002","16","3.867","81.3","6.3",".","6.3",".",".",".",".",".",".",".",".","6.3",".",".","."
"","245
003","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","245
004","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","245
005","15","3.958","73.3","6.7",".",".",".",".",".","6.7",".",".",".",".","13.3",".",".","."
"Seminar in the Major","Course Total","74","3.900","78.4","14.9",".","1.4",".",".",".","1.4",".",".",".",".","4.1",".",".","."
"Literature by Amer Ind Women","246
001","16","3.781","75.0","12.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Rhet,Science&Public Engagement","305
001","7","3.286","57.1",".",".","28.6","14.3",".",".",".",".",".",".",".",".",".",".","."
"","307
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
002","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
003","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
004","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
005","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
006","14","3.786","85.7",".","7.1",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","307
007","15","3.833","73.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","103","3.932","91.3","5.8","1.9",".","1.0",".",".",".",".",".",".",".",".",".",".","."
"Structure of English","314
001","28","3.625","57.1","32.1","7.1",".",".",".","3.6",".",".",".",".",".",".",".",".","."
"English Phonology","315
001","19","3.263","26.3","21.1","47.4",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"English Lang Variation in U.S.","316
001","22","3.841","68.2","31.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Language Acquisition","318
001","29","3.966","96.6",".","3.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Gender & Literature","350
001","7","3.571","85.7",".",".",".",".","14.3",".",".",".",".",".",".",".",".",".","."
"British Lit since 1900","353
001","21","3.190","14.3","38.1","33.3",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Visionary and Speculative Fict","359
001","14","3.846","64.3","28.6",".",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"The Anglo-Saxons","360
001","11","3.227","18.2","45.5","9.1","18.2","9.1",".",".",".",".",".",".",".",".",".",".","."
"Chicana/o & Latina/o Lit","368
001","10","3.850","90.0",".",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","403
001","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","403
002","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Writng Across Curriculm","Course Total","26","3.942","88.5","11.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Nonfiction","407
001","14","3.929","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408
001","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408
002","13","4.000","92.3",".",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"Creative Writing: Fiction","Course Total","26","3.980","92.3","3.8",".",".",".",".",".",".",".",".",".",".","3.8",".",".","."
"","409
001","13","3.577","69.2","7.7","7.7",".","15.4",".",".",".",".",".",".",".",".",".",".","."
"","409
002","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","Page 238 of 469",""
